GEOID10,profile,time_limit,average_num_poi,average_rating_poi
421010302002.0,pt,600,15.2,3.3421052631578947
421010302002.0,pt,1800,1299.2,3.441271551724138
421010302002.0,pt,1200,258.2,3.2858249419055
421010302002.0,foot,600,15.2,3.3026315789473686
421010302002.0,foot,1800,245.0,3.2779591836734694
421010302002.0,foot,1200,68.4,3.1944444444444446
421010302003.0,car,600,2865.0,3.510157068062828
421010302003.0,car,1800,30526.6,3.549445401715225
421010302003.0,car,1200,19402.2,3.604926245477317
421010302003.0,pt,600,20.0,3.205
421010302003.0,pt,1800,1219.0,3.3855619360131257
421010302003.0,pt,1200,286.4,3.2810754189944134
421010302003.0,foot,600,22.4,3.299107142857143
421010302003.0,foot,1800,220.8,3.211050724637681
421010302003.0,foot,1200,69.4,3.436599423631124
421010302004.0,car,600,2923.6,3.4964769462306746
421010302004.0,car,1800,30679.8,3.549032262270289
421010302004.0,car,1200,19385.4,3.605032653440218
421010302004.0,pt,600,17.0,3.364705882352941
421010302004.0,pt,1800,1121.4,3.391564116283217
421010302004.0,pt,1200,241.6,3.2785596026490067
421010302004.0,foot,600,13.6,3.426470588235294
421010302004.0,foot,1800,200.2,3.1468531468531467
421010302004.0,foot,1200,70.8,3.2387005649717517
421010302005.0,car,600,2855.8,3.472897261713005
421010302005.0,car,1800,30582.2,3.549299919561052
421010302005.0,car,1200,19419.8,3.6052636999351177
421010302005.0,pt,600,22.8,3.543859649122807
421010302005.0,pt,1800,1216.0,3.46875
421010302005.0,pt,1200,216.6,3.285318559556787
421010302005.0,foot,600,17.8,3.51123595505618
421010302005.0,foot,1800,251.4,3.2450278440731903
421010302005.0,foot,1200,69.6,3.257183908045977
421010171001.0,car,600,9250.6,3.654941301104793
421010171001.0,car,1800,30529.2,3.5571190859898065
421010171001.0,car,1200,19297.8,3.622977748758926
421010171001.0,pt,600,8.6,2.6627906976744184
421010171001.0,pt,1800,2222.8,3.6177343890588447
421010171001.0,pt,1200,197.8,3.435793731041456
421010171001.0,foot,600,11.2,3.0625
421010171001.0,foot,1800,177.4,3.5659526493799323
421010171001.0,foot,1200,62.6,3.432907348242812
421010171002.0,car,600,8690.6,3.657319402572895
421010171002.0,car,1800,30325.8,3.5574131597517624
421010171002.0,car,1200,19049.0,3.624400230983254
421010171002.0,pt,600,10.8,3.351851851851852
421010171002.0,pt,1800,2225.4,3.616877864653545
421010171002.0,pt,1200,199.0,3.4321608040201004
421010171002.0,foot,600,14.2,3.359154929577465
421010171002.0,foot,1800,175.8,3.448236632536974
421010171002.0,foot,1200,48.4,3.113636363636364
421010171003.0,car,600,7851.6,3.644556523511132
421010171003.0,car,1800,30380.0,3.557685977616853
421010171003.0,car,1200,19037.8,3.624662513525722
421010171003.0,pt,600,9.4,2.797872340425532
421010171003.0,pt,1800,1891.8,3.6063008774711913
421010171003.0,pt,1200,178.4,3.411995515695067
421010171003.0,foot,600,12.8,2.921875
421010171003.0,foot,1800,157.4,3.45997458703939
421010171003.0,foot,1200,55.0,3.1545454545454548
421010171004.0,car,600,8816.2,3.665309316939271
421010171004.0,car,1800,29857.4,3.557654048912497
421010171004.0,car,1200,18670.4,3.629086682663467
421010171004.0,pt,600,4.8,3.3541666666666665
421010171004.0,pt,1800,1176.2,3.633395681006632
421010171004.0,pt,1200,103.8,3.466281310211946
421010171004.0,foot,600,3.6,3.6944444444444446
421010171004.0,foot,1800,122.4,3.6151960784313726
421010171004.0,foot,1200,44.2,3.570135746606335
421010384001.0,car,600,863.2,3.640639481000927
421010384001.0,car,1800,24317.6,3.604878770931342
421010384001.0,car,1200,7027.2,3.5450677367941714
421010384001.0,pt,600,3.0,3.933333333333333
421010384001.0,pt,1800,209.4,3.645176695319962
421010384001.0,pt,1200,36.2,3.433701657458564
421010384001.0,foot,600,6.0,3.9
421010384001.0,foot,1800,61.6,3.417207792207792
421010384001.0,foot,1200,30.8,3.383116883116883
421010384002.0,car,600,1189.2,3.676505213588968
421010384002.0,car,1800,25357.0,3.5984580194818
421010384002.0,car,1200,11480.2,3.5925506524276583
421010384002.0,pt,600,28.0,3.1714285714285717
421010384002.0,pt,1800,374.8,3.59871931696905
421010384002.0,pt,1200,77.0,3.494805194805195
421010384002.0,foot,600,31.4,3.207006369426752
421010384002.0,foot,1800,93.8,3.5010660980810235
421010384002.0,foot,1200,62.0,3.369354838709677
421010212001.0,car,600,1750.6,3.574717239803496
421010212001.0,car,1800,27879.8,3.572748011104814
421010212001.0,car,1200,17932.0,3.629801472228418
421010212001.0,pt,600,79.8,3.706766917293233
421010212001.0,pt,1800,661.4,3.707741155125492
421010212001.0,pt,1200,264.6,3.684807256235828
421010212001.0,foot,600,86.2,3.7169373549883993
421010212001.0,foot,1800,541.2,3.757390983000739
421010212001.0,foot,1200,245.0,3.719183673469388
421010212002.0,car,600,1919.2,3.549760316798666
421010212002.0,car,1800,28514.2,3.569211129893176
421010212002.0,car,1200,18158.6,3.6288920952055777
421010212002.0,pt,600,77.2,3.477979274611399
421010212002.0,pt,1800,864.4,3.616034243405831
421010212002.0,pt,1200,372.4,3.705424274973147
421010212002.0,foot,600,82.2,3.537712895377129
421010212002.0,foot,1800,541.8,3.751568844592101
421010212002.0,foot,1200,293.4,3.777096114519428
421010253001.0,car,600,2266.2,3.5841496778748567
421010253001.0,car,1800,27812.4,3.569929240195021
421010253001.0,car,1200,16297.4,3.613435271883859
421010253001.0,pt,600,10.0,3.86
421010253001.0,pt,1800,622.8,3.5051380860629417
421010253001.0,pt,1200,143.4,3.657601115760112
421010253001.0,foot,600,12.6,4.0
421010253001.0,foot,1800,228.6,3.6714785651793527
421010253001.0,foot,1200,116.2,3.771084337349397
421010253002.0,car,600,2234.6,3.5906649959724337
421010253002.0,car,1800,27750.2,3.5696643627793674
421010253002.0,car,1200,16394.8,3.618860858320931
421010253002.0,pt,600,53.2,3.87781954887218
421010253002.0,pt,1800,585.6,3.556523224043716
421010253002.0,pt,1200,299.6,3.764686248331108
421010253002.0,foot,600,31.2,4.028846153846154
421010253002.0,foot,1800,261.0,3.629501915708812
421010253002.0,foot,1200,148.8,3.76747311827957
421010253003.0,car,600,2049.0,3.6013177159590044
421010253003.0,car,1800,27252.2,3.5748379947307005
421010253003.0,car,1200,15453.0,3.610638710929917
421010253003.0,pt,600,61.6,3.853896103896104
421010253003.0,pt,1800,564.8,3.5779036827195467
421010253003.0,pt,1200,337.2,3.787069988137604
421010253003.0,foot,600,45.2,3.988938053097345
421010253003.0,foot,1800,257.0,3.65408560311284
421010253003.0,foot,1200,160.8,3.79228855721393
421010040011.0,car,600,9586.4,3.71535717266127
421010040011.0,car,1800,27813.6,3.5543834670808527
421010040011.0,car,1200,17843.8,3.603117049059057
421010040011.0,pt,600,396.4,4.011352169525732
421010040011.0,pt,1800,6048.2,3.750124003835852
421010040011.0,pt,1200,1681.2,3.8740780394955983
421010040011.0,foot,600,362.4,4.045529801324503
421010040011.0,foot,1800,2161.4,3.890395114277783
421010040011.0,foot,1200,974.2,3.990556353931431
421010040012.0,car,600,9596.2,3.7050290740084617
421010040012.0,car,1800,27716.0,3.556039832587675
421010040012.0,car,1200,17904.0,3.603021671134942
421010040012.0,pt,600,401.6,4.026892430278885
421010040012.0,pt,1800,6055.2,3.750181662042542
421010040012.0,pt,1200,1708.6,3.8631628233641577
421010040012.0,foot,600,280.2,3.975731620271235
421010040012.0,foot,1800,1705.8,3.874897408840426
421010040012.0,foot,1200,831.8,3.986415003606637
421010040014.0,car,600,9869.0,3.7130611004154415
421010040014.0,car,1800,28240.4,3.553271200124644
421010040014.0,car,1200,18248.2,3.599434464769128
421010040014.0,pt,600,464.0,4.022413793103448
421010040014.0,pt,1800,7363.6,3.719267749470368
421010040014.0,pt,1200,3247.0,3.755528179858331
421010040014.0,foot,600,399.0,4.046616541353384
421010040014.0,foot,1800,2130.6,3.891955317750868
421010040014.0,foot,1200,936.6,3.998825539184284
421010040013.0,car,600,9827.4,3.7032887640678105
421010040013.0,car,1800,28172.0,3.5539507312224905
421010040013.0,car,1200,18342.2,3.599851708083
421010040013.0,pt,600,410.6,3.9719922065270334
421010040013.0,pt,1800,7369.0,3.718754240738228
421010040013.0,pt,1200,3214.8,3.746547219111609
421010040013.0,foot,600,323.0,3.9671826625387
421010040013.0,foot,1800,1649.0,3.884232868405094
421010040013.0,foot,1200,800.6,3.985885585810642
421010253004.0,car,600,2148.6,3.592571907288467
421010253004.0,car,1800,27533.2,3.5734349803146745
421010253004.0,car,1200,15768.8,3.608651260717366
421010253004.0,pt,600,52.4,3.7519083969465647
421010253004.0,pt,1800,601.6,3.5477061170212765
421010253004.0,pt,1200,287.4,3.787752261656229
421010253004.0,foot,600,46.8,3.8376068376068377
421010253004.0,foot,1800,244.2,3.691646191646192
421010253004.0,foot,1200,137.0,3.845255474452555
421010253005.0,car,600,2189.6,3.593533065400073
421010253005.0,car,1800,27554.2,3.5726967213709706
421010253005.0,car,1200,15962.4,3.612508144138726
421010253005.0,pt,600,34.0,3.914705882352941
421010253005.0,pt,1800,637.8,3.5072122922546254
421010253005.0,pt,1200,197.2,3.70841784989858
421010253005.0,foot,600,33.0,4.015151515151516
421010253005.0,foot,1800,234.2,3.676345004269855
421010253005.0,foot,1200,133.0,3.803007518796993
421010040021.0,car,600,9446.4,3.7002350101626016
421010040021.0,car,1800,27632.8,3.5575403144089632
421010040021.0,car,1200,18145.8,3.6007671196640545
421010040021.0,pt,600,397.0,4.009823677581864
421010040021.0,pt,1800,6057.2,3.750033018556429
421010040021.0,pt,1200,1711.6,3.8621757419957934
421010040021.0,foot,600,169.0,3.932544378698225
421010040021.0,foot,1800,1463.8,3.844241016532313
421010040021.0,foot,1200,785.8,3.951514380249428
421010040022.0,car,600,9786.2,3.702622059634997
421010040022.0,car,1800,28011.8,3.554362804246782
421010040022.0,car,1200,18784.2,3.595026671351455
421010040022.0,pt,600,356.8,3.945067264573991
421010040022.0,pt,1800,5912.8,3.748714652956298
421010040022.0,pt,1200,1622.2,3.854765133768956
421010040022.0,foot,600,117.8,3.966044142614601
421010040022.0,foot,1800,1261.8,3.815184656839436
421010040022.0,foot,1200,687.4,3.914023858015711
421010040023.0,car,600,9673.6,3.695356434005954
421010040023.0,car,1800,28198.0,3.554003830058869
421010040023.0,car,1200,18850.4,3.5961358910155754
421010040023.0,pt,600,278.2,3.840402588066139
421010040023.0,pt,1800,6502.0,3.7252537680713615
421010040023.0,pt,1200,2382.8,3.750293772032903
421010040023.0,foot,600,148.4,3.9690026954177897
421010040023.0,foot,1800,1206.8,3.815296652303613
421010040023.0,foot,1200,693.6,3.92560553633218
421010040024.0,car,600,9629.0,3.694807352788452
421010040024.0,car,1800,28038.4,3.554518089477288
421010040024.0,car,1200,18455.0,3.597837984286101
421010040024.0,pt,600,268.6,3.981757259865972
421010040024.0,pt,1800,5287.4,3.748269470817415
421010040024.0,pt,1200,1322.6,3.863904430666868
421010040024.0,foot,600,218.2,3.938130155820348
421010040024.0,foot,1800,1392.4,3.8465958058029295
421010040024.0,foot,1200,742.0,3.9716981132075473
421010294001.0,car,600,3564.4,3.591039165076871
421010294001.0,car,1800,30398.8,3.5506796320907403
421010294001.0,car,1200,19538.0,3.601448459412427
421010294001.0,pt,600,25.8,3.437984496124031
421010294001.0,pt,1800,1537.8,3.609572116009885
421010294001.0,pt,1200,184.0,3.378260869565217
421010294001.0,foot,600,27.6,3.286231884057971
421010294001.0,foot,1800,178.6,3.305711086226204
421010294001.0,foot,1200,90.8,3.354625550660793
421010294002.0,car,600,4996.8,3.600064040986231
421010294002.0,car,1800,30974.0,3.5473784464389486
421010294002.0,car,1200,19755.8,3.598457161947377
421010294002.0,pt,600,22.0,3.3045454545454547
421010294002.0,pt,1800,2138.0,3.636529466791394
421010294002.0,pt,1200,247.6,3.545638126009693
421010294002.0,foot,600,18.4,3.375
421010294002.0,foot,1800,209.4,3.2659980897803247
421010294002.0,foot,1200,88.0,3.355681818181818
421010081011.0,car,600,6314.2,3.62528903107282
421010081011.0,car,1800,27191.6,3.566461701407788
421010081011.0,car,1200,17075.6,3.635421302911757
421010081011.0,pt,600,54.8,3.844890510948905
421010081011.0,pt,1800,2243.4,3.536997414638495
421010081011.0,pt,1200,414.2,3.620473201352004
421010081011.0,foot,600,22.2,3.418918918918919
421010081011.0,foot,1800,339.4,3.638185032410136
421010081011.0,foot,1200,147.0,3.6068027210884352
421010081012.0,car,600,4962.4,3.5813719168144447
421010081012.0,car,1800,26998.6,3.568366507893002
421010081012.0,car,1200,16922.2,3.638214889316992
421010081012.0,pt,600,49.4,3.860323886639676
421010081012.0,pt,1800,2299.0,3.537973031752936
421010081012.0,pt,1200,424.6,3.611634479510127
421010081012.0,foot,600,10.2,2.588235294117647
421010081012.0,foot,1800,282.8,3.6004243281471005
421010081012.0,foot,1200,80.8,3.6732673267326734
421010081013.0,car,600,5627.8,3.5974092895980667
421010081013.0,car,1800,27182.6,3.567208434807561
421010081013.0,car,1200,17053.4,3.636893522699286
421010081013.0,pt,600,5.6,3.0
421010081013.0,pt,1800,1580.4,3.469248291571754
421010081013.0,pt,1200,222.0,3.52027027027027
421010081013.0,foot,600,11.2,2.633928571428572
421010081013.0,foot,1800,299.2,3.573529411764706
421010081013.0,foot,1200,105.2,3.623574144486692
421010294003.0,car,600,3996.8,3.603507806244996
421010294003.0,car,1800,30554.0,3.549509065916083
421010294003.0,car,1200,19586.0,3.600546308587767
421010294003.0,pt,600,26.2,3.431297709923664
421010294003.0,pt,1800,1561.4,3.6055463045984375
421010294003.0,pt,1200,199.0,3.3904522613065327
421010294003.0,foot,600,31.0,3.325806451612903
421010294003.0,foot,1800,185.4,3.269687162891046
421010294003.0,foot,1200,89.8,3.3897550111358576
421010081021.0,car,600,6197.4,3.610594765546842
421010081021.0,car,1800,27395.6,3.565671129670458
421010081021.0,car,1200,17175.6,3.636065115629149
421010081021.0,pt,600,6.4,3.046875
421010081021.0,pt,1800,1537.4,3.472746194874464
421010081021.0,pt,1200,207.8,3.57507218479307
421010081021.0,foot,600,10.8,2.7685185185185186
421010081021.0,foot,1800,296.8,3.5680592991913747
421010081021.0,foot,1200,115.2,3.6067708333333335
421010081022.0,car,600,6249.8,3.612019584626708
421010081022.0,car,1800,27484.8,3.56526880312027
421010081022.0,car,1200,17215.8,3.635555710452026
421010081022.0,pt,600,6.2,3.129032258064516
421010081022.0,pt,1800,1455.2,3.4698323254535457
421010081022.0,pt,1200,193.4,3.591520165460186
421010081022.0,foot,600,8.4,3.011904761904762
421010081022.0,foot,1800,301.2,3.615205843293493
421010081022.0,foot,1200,118.6,3.563237774030354
421010081023.0,car,600,6134.4,3.6050958528951487
421010081023.0,car,1800,27541.0,3.5653498420536653
421010081023.0,car,1200,17230.6,3.63583392336889
421010081023.0,pt,600,21.8,3.4357798165137616
421010081023.0,pt,1800,1504.0,3.4814494680851062
421010081023.0,pt,1200,262.0,3.585114503816794
421010081023.0,foot,600,12.8,3.46875
421010081023.0,foot,1800,316.8,3.6079545454545454
421010081023.0,foot,1200,118.6,3.459527824620573
421010081024.0,car,600,7500.8,3.633039142491468
421010081024.0,car,1800,27544.6,3.563402627012191
421010081024.0,car,1200,17347.4,3.632348363443513
421010081024.0,pt,600,28.4,3.658450704225352
421010081024.0,pt,1800,1601.8,3.485079285803471
421010081024.0,pt,1200,267.2,3.599176646706587
421010081024.0,foot,600,23.4,3.55982905982906
421010081024.0,foot,1800,361.6,3.660398230088496
421010081024.0,foot,1200,184.2,3.58414766558089
421010081025.0,car,600,6903.0,3.622425032594524
421010081025.0,car,1800,27418.8,3.564506834726538
421010081025.0,car,1200,17191.8,3.6345467024977034
421010081025.0,pt,600,47.4,3.4430379746835444
421010081025.0,pt,1800,1807.6,3.517260455853065
421010081025.0,pt,1200,420.2,3.550214183722037
421010081025.0,foot,600,30.2,3.443708609271523
421010081025.0,foot,1800,372.8,3.66362660944206
421010081025.0,foot,1200,173.2,3.5531177829099305
421010335001.0,car,600,2341.0,3.391670226398974
421010335001.0,car,1800,27930.0,3.565205871822413
421010335001.0,car,1200,16739.6,3.594291380917107
421010335001.0,pt,600,33.2,3.2680722891566263
421010335001.0,pt,1800,651.4,3.328062634326067
421010335001.0,pt,1200,204.4,3.3336594911937376
421010335001.0,foot,600,34.8,3.2873563218390807
421010335001.0,foot,1800,364.8,3.34265350877193
421010335001.0,foot,1200,178.6,3.3085106382978724
421010335002.0,car,600,2385.6,3.380030181086519
421010335002.0,car,1800,28444.4,3.560721969878078
421010335002.0,car,1200,17949.8,3.597182141305196
421010335002.0,pt,600,89.0,3.134831460674157
421010335002.0,pt,1800,909.8,3.3391954275664983
421010335002.0,pt,1200,366.8,3.342148309705561
421010335002.0,foot,600,82.2,3.1034063260340634
421010335002.0,foot,1800,395.8,3.3415866599292574
421010335002.0,foot,1200,222.2,3.292979297929793
421010122011.0,car,600,5525.8,3.578576857649571
421010122011.0,car,1800,29178.2,3.56320472133305
421010122011.0,car,1200,19000.0,3.621105263157895
421010122011.0,pt,600,31.6,3.0221518987341773
421010122011.0,pt,1800,647.4,3.478683966635774
421010122011.0,pt,1200,183.8,3.173014145810664
421010122011.0,foot,600,38.4,2.981770833333333
421010122011.0,foot,1800,265.4,3.220422004521477
421010122011.0,foot,1200,141.6,3.046610169491525
421010122012.0,car,600,2708.6,3.548401388171011
421010122012.0,car,1800,28271.0,3.5652612217466664
421010122012.0,car,1200,17693.6,3.635031875932541
421010122012.0,pt,600,12.6,3.1825396825396823
421010122012.0,pt,1800,464.4,3.372523686477175
421010122012.0,pt,1200,126.6,3.0868878357030014
421010122012.0,foot,600,5.8,2.8793103448275863
421010122012.0,foot,1800,230.4,3.251302083333333
421010122012.0,foot,1200,36.8,2.983695652173913
421010335003.0,car,600,2419.2,3.3924437830687832
421010335003.0,car,1800,28298.0,3.5612764152943672
421010335003.0,car,1200,16988.6,3.595110839033234
421010335003.0,pt,600,32.8,3.2103658536585367
421010335003.0,pt,1800,653.0,3.363705972434916
421010335003.0,pt,1200,240.2,3.357618651124063
421010335003.0,foot,600,35.2,3.210227272727273
421010335003.0,foot,1800,377.6,3.3456038135593222
421010335003.0,foot,1200,177.6,3.287725225225225
421010122031.0,car,600,6678.0,3.583782569631626
421010122031.0,car,1800,30090.4,3.5614415228777285
421010122031.0,car,1200,19913.6,3.6136208420376015
421010122031.0,pt,600,67.8,2.9601769911504423
421010122031.0,pt,1800,868.2,3.5734853720340936
421010122031.0,pt,1200,250.0,3.2676
421010122031.0,foot,600,53.8,2.975836431226766
421010122031.0,foot,1800,315.0,3.3412698412698414
421010122031.0,foot,1200,159.6,3.1403508771929824
421010122041.0,car,600,3315.8,3.5609506001568247
421010122041.0,car,1800,28429.6,3.564534851000366
421010122041.0,car,1200,18043.2,3.631113106322604
421010122041.0,pt,600,14.6,3.2739726027397262
421010122041.0,pt,1800,487.4,3.376897825194912
421010122041.0,pt,1200,144.8,3.098066298342541
421010122041.0,foot,600,13.6,3.235294117647059
421010122041.0,foot,1800,236.8,3.224239864864865
421010122041.0,foot,1200,66.2,3.009063444108761
421010163002.0,car,600,8877.2,3.683695309331772
421010163002.0,car,1800,30636.8,3.5517645445999584
421010163002.0,car,1200,19250.6,3.601098147590205
421010163002.0,pt,600,24.0,3.558333333333333
421010163002.0,pt,1800,4215.0,3.70564650059312
421010163002.0,pt,1200,915.2,3.9036276223776234
421010163002.0,foot,600,24.2,3.425619834710744
421010163002.0,foot,1800,551.8,3.9432765494744473
421010163002.0,foot,1200,170.2,4.0487661574618095
421010122042.0,car,600,7560.0,3.611626984126984
421010122042.0,car,1800,29549.4,3.5613548836863016
421010122042.0,car,1200,19477.4,3.615292595520963
421010122042.0,pt,600,47.8,2.997907949790795
421010122042.0,pt,1800,653.0,3.4735068912710565
421010122042.0,pt,1200,225.0,3.1813333333333333
421010122042.0,foot,600,37.2,2.9946236559139785
421010122042.0,foot,1800,266.4,3.18993993993994
421010122042.0,foot,1200,160.0,3.101875
421010163004.0,car,600,8618.0,3.6914133209561375
421010163004.0,car,1800,30222.4,3.5528118216951663
421010163004.0,car,1200,18963.2,3.602567077286534
421010163004.0,pt,600,37.2,3.897849462365592
421010163004.0,pt,1800,5616.2,3.707275381930843
421010163004.0,pt,1200,1321.2,3.839009990917348
421010163004.0,foot,600,36.0,3.852777777777778
421010163004.0,foot,1800,797.4,3.937797842989717
421010163004.0,foot,1200,283.4,4.081863091037403
421010163003.0,car,600,8735.8,3.684321985393439
421010163003.0,car,1800,30474.6,3.5516069119857194
421010163003.0,car,1200,19170.6,3.601702607117148
421010163003.0,pt,600,35.8,3.6620111731843576
421010163003.0,pt,1800,5152.4,3.707223818026551
421010163003.0,pt,1200,1172.0,3.852559726962457
421010163003.0,foot,600,31.6,3.5221518987341773
421010163003.0,foot,1800,630.2,3.97746747064424
421010163003.0,foot,1200,231.4,4.077787381158168
421010163001.0,car,600,8654.0,3.683649179570141
421010163001.0,car,1800,30362.2,3.551159006923082
421010163001.0,car,1200,19069.4,3.602037819753112
421010163001.0,pt,600,44.6,3.807174887892377
421010163001.0,pt,1800,5535.0,3.6913098464317975
421010163001.0,pt,1200,1231.2,3.8096166341780378
421010163001.0,foot,600,35.4,3.788135593220339
421010163001.0,foot,1800,574.2,3.977011494252874
421010163001.0,foot,1200,220.0,4.035909090909091
421010376001.0,car,600,11080.0,3.7037184115523463
421010376001.0,car,1800,30814.8,3.546321897270143
421010376001.0,car,1200,20778.4,3.587894159319293
421010376001.0,pt,600,329.2,3.746354799513973
421010376001.0,pt,1800,8124.6,3.737414765034586
421010376001.0,pt,1200,4102.4,3.7083170826833074
421010376001.0,foot,600,272.4,3.757342143906021
421010376001.0,foot,1800,4564.2,3.695696945795539
421010376001.0,foot,1200,1899.2,3.70650800336984
421010376002.0,car,600,11127.4,3.699822060858781
421010376002.0,car,1800,30728.2,3.5468527281129387
421010376002.0,car,1200,20615.8,3.58967879005423
421010376002.0,pt,600,295.4,3.7278266756939744
421010376002.0,pt,1800,7900.0,3.73473417721519
421010376002.0,pt,1200,3539.2,3.655769665461121
421010376002.0,foot,600,371.4,3.72940226171244
421010376002.0,foot,1800,5063.6,3.684670985069911
421010376002.0,foot,1200,2193.4,3.6127017415884017
421019805001.0,car,600,5249.4,3.585743132548482
421019805001.0,car,1800,31391.0,3.554471026727406
421019805001.0,car,1200,19708.8,3.616272933917844
421019805001.0,pt,600,9.0,2.7111111111111112
421019805001.0,pt,1800,1589.4,3.48420787718636
421019805001.0,pt,1200,156.0,3.190384615384616
421019805001.0,foot,600,11.2,2.732142857142857
421019805001.0,foot,1800,167.6,3.3156324582338903
421019805001.0,foot,1200,75.4,3.269230769230769
421010204001.0,car,600,4110.2,3.599849155758844
421010204001.0,car,1800,30978.8,3.556664557697522
421010204001.0,car,1200,19132.0,3.62681371524148
421010204001.0,pt,600,13.4,3.4402985074626864
421010204001.0,pt,1800,2718.0,3.549300956585725
421010204001.0,pt,1200,189.2,3.295983086680761
421010204001.0,foot,600,20.8,3.4663461538461537
421010204001.0,foot,1800,159.2,3.330402010050251
421010204001.0,foot,1200,62.2,3.1559485530546625
421010204002.0,car,600,4867.0,3.6001027326895416
421010204002.0,car,1800,31379.4,3.5546313823718747
421010204002.0,car,1200,19608.4,3.621412251892046
421010204002.0,pt,600,29.0,2.9482758620689653
421010204002.0,pt,1800,2187.0,3.5189300411522635
421010204002.0,pt,1200,280.4,3.182952924393723
421010204002.0,foot,600,22.8,2.912280701754386
421010204002.0,foot,1800,160.8,3.2593283582089554
421010204002.0,foot,1200,83.2,3.2235576923076925
421010204003.0,car,600,4402.2,3.598768797419472
421010204003.0,car,1800,31241.4,3.5560026119188
421010204003.0,car,1200,19501.0,3.6232859853340855
421010204003.0,pt,600,16.2,2.95679012345679
421010204003.0,pt,1800,2173.8,3.5196430214371146
421010204003.0,pt,1200,214.6,3.2432432432432434
421010204003.0,foot,600,20.4,3.0686274509803924
421010204003.0,foot,1800,171.6,3.2744755244755246
421010204003.0,foot,1200,74.4,3.252688172043011
421010204004.0,car,600,4526.0,3.6054131683605832
421010204004.0,car,1800,31146.6,3.555380041481253
421010204004.0,car,1200,19315.4,3.6243619081147687
421010204004.0,pt,600,18.0,3.022222222222222
421010204004.0,pt,1800,2045.0,3.510562347188264
421010204004.0,pt,1200,229.4,3.193112467306016
421010204004.0,foot,600,19.6,3.056122448979592
421010204004.0,foot,1800,152.8,3.262434554973822
421010204004.0,foot,1200,75.8,3.2005277044854883
421010032001.0,car,600,9546.6,3.6993379842038
421010032001.0,car,1800,28103.2,3.5545026900851147
421010032001.0,car,1200,17888.2,3.6123645755302376
421010032001.0,pt,600,50.2,3.954183266932271
421010032001.0,pt,1800,4752.8,3.804599394041407
421010032001.0,pt,1200,1065.8,3.911052730343404
421010032001.0,foot,600,68.8,4.059593023255814
421010032001.0,foot,1800,1961.2,3.84193351009586
421010032001.0,foot,1200,401.4,3.823866467364225
421010032002.0,car,600,9389.8,3.697927538392724
421010032002.0,car,1800,27910.8,3.5543875489058
421010032002.0,car,1200,17616.2,3.6147920663934334
421010032002.0,pt,600,34.2,4.026315789473684
421010032002.0,pt,1800,3490.2,3.829494011804481
421010032002.0,pt,1200,769.6,3.926065488565488
421010032002.0,foot,600,46.4,4.0625
421010032002.0,foot,1800,1600.8,3.851949025487256
421010032002.0,foot,1200,402.2,3.832173048234709
421010032003.0,car,600,9275.4,3.697996851887789
421010032003.0,car,1800,27796.4,3.555676274625491
421010032003.0,car,1200,17322.6,3.6158486601318502
421010032003.0,pt,600,29.6,3.935810810810811
421010032003.0,pt,1800,2626.4,3.8208574474565946
421010032003.0,pt,1200,595.8,3.906344410876133
421010032003.0,foot,600,33.8,3.985207100591716
421010032003.0,foot,1800,1405.0,3.861779359430605
421010032003.0,foot,1200,441.2,3.8368087035358114
421010032004.0,car,600,9614.8,3.6989432957523816
421010032004.0,car,1800,28297.4,3.5540403005223093
421010032004.0,car,1200,18198.8,3.61021605820164
421010032004.0,pt,600,34.2,4.084795321637427
421010032004.0,pt,1800,3661.0,3.8309478284621687
421010032004.0,pt,1200,633.8,3.9558220258756704
421010032004.0,foot,600,49.4,4.176113360323886
421010032004.0,foot,1800,1172.2,3.845504180174032
421010032004.0,foot,1200,250.2,3.786570743405276
421010032005.0,car,600,9486.8,3.697506008348442
421010032005.0,car,1800,28243.2,3.5545618060276456
421010032005.0,car,1200,18155.4,3.610011346486445
421010032005.0,pt,600,15.6,3.6666666666666665
421010032005.0,pt,1800,2675.6,3.815592764239797
421010032005.0,pt,1200,497.8,3.9015668943350734
421010032005.0,foot,600,22.0,3.8
421010032005.0,foot,1800,999.6,3.866346538615446
421010032005.0,foot,1200,248.4,3.7274557165861513
421010032006.0,car,600,9408.8,3.6966031800017007
421010032006.0,car,1800,28135.8,3.554908692839727
421010032006.0,car,1200,17890.6,3.613730115256056
421010032006.0,pt,600,16.8,3.886904761904762
421010032006.0,pt,1800,3045.0,3.824039408866995
421010032006.0,pt,1200,510.4,3.947884012539185
421010032006.0,foot,600,24.2,3.979338842975207
421010032006.0,foot,1800,866.0,3.856928406466513
421010032006.0,foot,1200,182.4,3.723135964912281
421010245001.0,car,600,2266.4,3.4648782209671727
421010245001.0,car,1800,29500.6,3.562608896090249
421010245001.0,car,1200,17721.0,3.6345691552395465
421010245001.0,pt,600,25.8,3.492248062015504
421010245001.0,pt,1800,1061.8,3.509135430401205
421010245001.0,pt,1200,190.0,3.4010526315789478
421010245001.0,foot,600,12.6,3.2142857142857144
421010245001.0,foot,1800,191.6,3.29070981210856
421010245001.0,foot,1200,85.6,3.475467289719626
421010245002.0,car,600,2699.8,3.498296170086673
421010245002.0,car,1800,30037.0,3.5604521090654857
421010245002.0,car,1200,18246.0,3.631798750411049
