GEOID10,center_lat,center_lon,north_lat,north_lon,east_lat,east_lon,south_lat,south_lon,west_lat,west_lon
421010108001,39.96876598164982,-75.1997268790072,39.96953798057816,-75.1997268790072,39.96876598164982,-75.19702283064805,39.9680209617354,-75.1997268790072,39.96876598164982,-75.20241926021808
421010108002,39.96655556342398,-75.2004472970602,39.96740783811866,-75.2004472970602,39.96655556342398,-75.19860869211003,39.96570287926241,-75.2004472970602,39.96655556342398,-75.20228934475863
421010109002,39.964300976356675,-75.18964523537966,39.96474351787905,-75.18964523537966,39.964300976356675,-75.18812666501049,39.96386571163193,-75.18964523537966,39.964300976356675,-75.19115044672287
421010110002,39.9753665759928,-75.2113493640991,39.97660122836868,-75.2113493640991,39.9753665759928,-75.2102489485202,39.97385084399638,-75.2113493640991,39.9753665759928,-75.21243246516595
421010110001,39.972428220268384,-75.20517069878659,39.9730777419953,-75.20517069878659,39.972428220268384,-75.20429331681264,39.97152752707623,-75.20517069878659,39.972428220268384,-75.20857184477471
421010110003,39.974343303505556,-75.20735593273575,39.97523068316988,-75.20735593273575,39.974343303505556,-75.20494429148528,39.97337608095539,-75.20735593273575,39.974343303505556,-75.2086473360805
421010111004,39.97545325216546,-75.22815363105919,39.977260018077196,-75.22815363105919,39.97545325216546,-75.22698633290365,39.97342472584434,-75.22815363105919,39.97545325216546,-75.22920134470645
421010111002,39.97164615142378,-75.2209475000264,39.97305198114085,-75.2209475000264,39.97164615142378,-75.21824002441559,39.970394810191635,-75.2209475000264,39.97164615142378,-75.2238972193153
421010111003,39.972252484959206,-75.22591884039616,39.97281623810897,-75.22591884039616,39.972252484959206,-75.22345773702042,39.971634914735326,-75.22591884039616,39.972252484959206,-75.22819247292539
421010111001,39.97706012947086,-75.21896321074453,39.979141257537435,-75.21896321074453,39.97706012947086,-75.21468702260206,39.97500962873338,-75.21896321074453,39.97706012947086,-75.22326675593939
421010112002,39.97236245875324,-75.23044134848065,39.97344037270429,-75.23044134848065,39.97236245875324,-75.22933908545292,39.97128489616067,-75.23044134848065,39.97236245875324,-75.2315430840096
421010112001,39.975395516526724,-75.23052455517399,39.976600103816686,-75.23052455517399,39.975395516526724,-75.22978588179333,39.974191803910614,-75.23052455517399,39.975395516526724,-75.23126253994016
421010112003,39.972060299446596,-75.23317581121346,39.973139073950186,-75.23317581121346,39.972060299446596,-75.2321844568287,39.97098121067387,-75.23317581121346,39.972060299446596,-75.23416602568618
421010112006,39.975036244708456,-75.23473713181927,39.97616008738688,-75.23473713181927,39.975036244708456,-75.23415162473458,39.97375109521883,-75.23473713181927,39.975036244708456,-75.23556155451551
421010112007,39.97506667476205,-75.2325837542201,39.97634749580393,-75.2325837542201,39.97506667476205,-75.2317312636321,39.9739392207937,-75.2325837542201,39.97506667476205,-75.23342814384392
421010112004,39.971736810166306,-75.23609421486252,39.97281573230889,-75.23609421486252,39.971736810166306,-75.23485009136107,39.97065903320897,-75.23609421486252,39.971736810166306,-75.23733785161934
421010112005,39.97467511274214,-75.2370336583654,39.975881193456644,-75.2370336583654,39.97467511274214,-75.23607927428205,39.97347076563028,-75.2370336583654,39.97467511274214,-75.23798370094363
421010113001,39.97968960208176,-75.23697827402157,39.98086363032478,-75.23697827402157,39.97968960208176,-75.23484581499324,39.978452378924366,-75.23697827402157,39.97968960208176,-75.23867835395957
421010113003,39.977239652424366,-75.23629290842894,39.977897321713534,-75.23629290842894,39.977239652424366,-75.23442476210464,39.97658404818652,-75.23629290842894,39.977239652424366,-75.23816181128838
421010114002,39.98007879459201,-75.2409511718104,39.98097213084706,-75.2409511718104,39.98007879459201,-75.23972350868607,39.97917751551322,-75.2409511718104,39.98007879459201,-75.24219281067647
421010114003,39.97745816064365,-75.24007303268975,39.978590321816874,-75.24007303268975,39.97745816064365,-75.23913755343482,39.97632200228331,-75.24007303268975,39.97745816064365,-75.24100836308493
421010114004,39.97718031948869,-75.24257673867277,39.978315974879756,-75.24257673867277,39.97718031948869,-75.2415948647258,39.9760451244262,-75.24257673867277,39.97718031948869,-75.24355705351535
421010114001,39.9794718205606,-75.24779179989606,39.98230883935861,-75.24779179989606,39.9794718205606,-75.24668705374248,39.97618384438939,-75.24779179989606,39.9794718205606,-75.24887859284294
421010114005,39.97859055799972,-75.24460174276643,39.980298939123855,-75.24460174276643,39.97859055799972,-75.2437785221794,39.97622982392835,-75.24460174276643,39.97859055799972,-75.24575992122742
421010266008,40.06856211265115,-75.15033597546145,40.06935498104379,-75.15033597546145,40.06856211265115,-75.14892523750568,40.06766285800521,-75.15033597546145,40.06856211265115,-75.15106416431698
421010266003,40.06694657972468,-75.14841883251499,40.06789438674687,-75.14841883251499,40.06694657972468,-75.14720288503669,40.06629688122581,-75.14841883251499,40.06694657972468,-75.15005195894071
421010266007,40.065716300221084,-75.15196546561864,40.06807651019546,-75.15196546561864,40.065716300221084,-75.15114247384689,40.06333161038471,-75.15196546561864,40.065716300221084,-75.15278967762107
421010266005,40.06387226631027,-75.14942842293594,40.06445406181698,-75.14942842293594,40.06387226631027,-75.14795664225178,40.063298961150444,-75.14942842293594,40.06387226631027,-75.15081008602174
421010266006,40.06145539363151,-75.14957994083696,40.062700430293766,-75.14957994083696,40.06145539363151,-75.1483875613374,40.05964978842045,-75.14957994083696,40.06145539363151,-75.15081404177049
421010267002,40.0539914818613,-75.14437416097716,40.05516884782381,-75.14437416097716,40.0539914818613,-75.1434589385664,40.05280569064097,-75.14437416097716,40.0539914818613,-75.14528125560376
421010267004,40.0544230657236,-75.14762337723865,40.055596467564996,-75.14762337723865,40.0544230657236,-75.14602242035265,40.05322897452408,-75.14762337723865,40.0544230657236,-75.14921060213686
421010267006,40.056132700294434,-75.15083055112434,40.057071493136014,-75.15083055112434,40.056132700294434,-75.14982749833905,40.055079287128684,-75.15083055112434,40.056132700294434,-75.1521696758372
421010267007,40.05718246252883,-75.14748617966666,40.05806164630497,-75.14748617966666,40.05718246252883,-75.14614031179806,40.056272925814255,-75.14748617966666,40.05718246252883,-75.14887623281456
421010267001,40.0568645667415,-75.14412521975885,40.05786410753792,-75.14412521975885,40.0568645667415,-75.14292228782949,40.05586257905836,-75.14412521975885,40.0568645667415,-75.14535286614803
421010267003,40.05195126293396,-75.14686043044429,40.05253776912819,-75.14686043044429,40.05195126293396,-75.14440980690986,40.051361208303994,-75.14686043044429,40.05195126293396,-75.14928652132497
421010268003,40.05494008100782,-75.14184216943008,40.05752545711694,-75.14184216943008,40.05494008100782,-75.14114020379928,40.052907571724155,-75.14184216943008,40.05494008100782,-75.14267256667796
421010268001,40.06069125282566,-75.13912367310768,40.0625642659377,-75.13912367310768,40.06069125282566,-75.13626699218177,40.05869755169554,-75.13912367310768,40.06069125282566,-75.14104398526077
421010268002,40.055766009083946,-75.13877235998413,40.05781210009458,-75.13877235998413,40.055766009083946,-75.13759373449962,40.05388547081094,-75.13877235998413,40.055766009083946,-75.14001279890944
421010269001,40.05415669827588,-75.12852488336003,40.056139964048874,-75.12852488336003,40.05415669827588,-75.1271041052799,40.052482590240494,-75.12852488336003,40.05415669827588,-75.12989114930919
421010270001,40.048923848255306,-75.12963820454574,40.05127590698979,-75.12963820454574,40.048923848255306,-75.12822164016282,40.046574649531394,-75.12963820454574,40.048923848255306,-75.13103845930047
421010271003,40.048300635391016,-75.12652950395905,40.050830260076445,-75.12652950395905,40.048300635391016,-75.12535872463509,40.0461142121942,-75.12652950395905,40.048300635391016,-75.12755336541304
421010271002,40.04739960630126,-75.12417059748412,40.04920189604398,-75.12417059748412,40.04739960630126,-75.12343211391064,40.04565895538097,-75.12417059748412,40.04739960630126,-75.12491942234371
421010272001,40.048249025585385,-75.11510104263,40.04893403974196,-75.11510104263,40.048249025585385,-75.11392498859519,40.04759467199085,-75.11510104263,40.048249025585385,-75.11676563304341
421010272003,40.048520248465174,-75.12077204911166,40.051430638616544,-75.12077204911166,40.048520248465174,-75.1191665336934,40.04561979996699,-75.12077204911166,40.048520248465174,-75.122425607741
421010273002,40.034631489744484,-75.1206465338894,40.03505121089442,-75.1206465338894,40.034631489744484,-75.11733168042586,40.03389552354669,-75.1206465338894,40.034631489744484,-75.12314322478765
421010362022,40.08403324657354,-74.97814933437994,40.08632976638062,-74.97814933437994,40.08403324657354,-74.97515783344647,40.08170823809734,-74.97814933437994,40.08403324657354,-74.98055069079392
