GEOID10,profile,time_limit,average_area
421010311011.0,foot,1800,21879253.237982724
421010311011.0,foot,1200,9630684.282416074
421010311011.0,pt,600,2039485.8536668862
421010311011.0,pt,1800,32448077.313302517
421010311011.0,pt,1200,9059127.675279457
421010311012.0,car,600,249669959.6168231
421010311012.0,car,1800,3476428715.590008
421010311012.0,car,1200,1284704539.8095458
421010311012.0,foot,600,2358572.50574214
421010311012.0,foot,1800,21500679.051245485
421010311012.0,foot,1200,9448820.41165872
421010311012.0,pt,600,1951549.1366576254
421010311012.0,pt,1800,31943662.644842148
421010311012.0,pt,1200,8761083.726709321
421010311013.0,car,600,257070284.22705096
421010311013.0,car,1800,3534370149.1044145
421010311013.0,car,1200,1313071640.7066514
421010311013.0,foot,600,2194610.7884567864
421010311013.0,foot,1800,20646936.111896444
421010311013.0,foot,1200,8936057.109396052
421010311013.0,pt,600,1872992.697078287
421010311013.0,pt,1800,36586861.720467255
421010311013.0,pt,1200,9037887.654896013
421010311014.0,car,600,249332479.61492786
421010311014.0,car,1800,3447283462.03862
421010311014.0,car,1200,1268713367.0927672
421010311014.0,foot,600,2290513.2412167056
421010311014.0,foot,1800,20916975.167450015
421010311014.0,foot,1200,9163185.767899064
421010311014.0,pt,600,1859585.1980732344
421010311014.0,pt,1800,31974041.144866537
421010311014.0,pt,1200,8805637.73177835
421010098023.0,car,600,177022829.9098134
421010098023.0,car,1800,2767085294.8245893
421010098023.0,car,1200,1016555922.003285
421010098023.0,foot,600,1558601.918825884
421010098023.0,foot,1800,12851832.45390635
421010098023.0,foot,1200,5294494.090343133
421010098023.0,pt,600,1260854.1584650944
421010098023.0,pt,1800,16023966.105950188
421010098023.0,pt,1200,4492264.845875697
421010098022.0,car,600,169843756.89493594
421010098022.0,car,1800,2704675230.0034237
421010098022.0,car,1200,983859119.5181977
421010098022.0,foot,600,1357882.9599760068
421010098022.0,foot,1800,12957740.806125078
421010098022.0,foot,1200,4974881.845701164
421010098022.0,pt,600,1205881.0010682966
421010098022.0,pt,1800,16922247.31991788
421010098022.0,pt,1200,3886257.32641949
421010098021.0,car,600,192446839.60540837
421010098021.0,car,1800,2821325455.11834
421010098021.0,car,1200,1054639351.5453603
421010098021.0,foot,600,1665278.4320564305
421010098021.0,foot,1800,17623475.897588383
421010098021.0,foot,1200,6891543.173215397
421010098021.0,pt,600,1724034.1198011176
421010098021.0,pt,1800,31141361.359826587
421010098021.0,pt,1200,8996406.922167433
421010311021.0,car,600,258108845.8267522
421010311021.0,car,1800,3546722577.815202
421010311021.0,car,1200,1316955675.7304597
421010311021.0,foot,600,2156591.006034754
421010311021.0,foot,1800,20011208.824258365
421010311021.0,foot,1200,8546711.081241854
421010311021.0,pt,600,1939275.889340454
421010311021.0,pt,1800,35097559.4731745
421010311021.0,pt,1200,8234389.286767686
421010311022.0,car,600,246551552.12750974
421010311022.0,car,1800,3472022796.8813653
421010311022.0,car,1200,1272161436.0065498
421010311022.0,foot,600,2099735.3754341807
421010311022.0,foot,1800,20564923.763411004
421010311022.0,foot,1200,8406582.91521071
421010311022.0,pt,600,1819739.300410736
421010311022.0,pt,1800,41641915.88004929
421010311022.0,pt,1200,8636151.990798464
421010311023.0,car,600,251994222.96164387
421010311023.0,car,1800,3535839622.601836
421010311023.0,car,1200,1304399656.746091
421010311023.0,foot,600,2149414.8784446525
421010311023.0,foot,1800,21160980.544089984
421010311023.0,foot,1200,8970202.826571016
421010311023.0,pt,600,2347894.2483221754
421010311023.0,pt,1800,52223760.0008751
421010311023.0,pt,1200,12225104.94335561
421010311024.0,car,600,257437540.90918177
421010311024.0,car,1800,3554385566.9826913
421010311024.0,car,1200,1320435888.730335
421010311024.0,foot,600,2146229.832832452
421010311024.0,foot,1800,20304128.69350345
421010311024.0,foot,1200,8756236.265863378
421010311024.0,pt,600,2145123.7708731974
421010311024.0,pt,1800,45408915.44464518
421010311024.0,pt,1200,10512003.711490046
421010139001.0,car,600,209416456.70616966
421010139001.0,car,1800,3491345227.6160407
421010139001.0,car,1200,1161016661.8215554
421010139001.0,foot,600,2208339.0510507924
421010139001.0,foot,1800,22438213.391835827
421010139001.0,foot,1200,9573731.926433688
421010139001.0,pt,600,1750616.2387288816
421010139001.0,pt,1800,42121267.027307235
421010139001.0,pt,1200,10709079.981401224
421010139002.0,car,600,218517535.71021596
421010139002.0,car,1800,3539082205.6047745
421010139002.0,car,1200,1185616712.260858
421010139002.0,foot,600,2253520.367585536
421010139002.0,foot,1800,22790881.602858998
421010139002.0,foot,1200,9962720.373681009
421010139002.0,pt,600,1733523.547454215
421010139002.0,pt,1800,47557473.48285935
421010139002.0,pt,1200,12014083.059742626
421010139003.0,car,600,221883552.66419554
421010139003.0,car,1800,3575673780.8174644
421010139003.0,car,1200,1203715419.572308
421010139003.0,foot,600,1857532.9123911173
421010139003.0,foot,1800,21291082.946473327
421010139003.0,foot,1200,9118985.677413221
421010139003.0,pt,600,1395596.7781922685
421010139003.0,pt,1800,47061705.82069121
421010139003.0,pt,1200,11549567.333978686
421010352001.0,car,600,186484667.03011736
421010352001.0,car,1800,3057339880.49761
421010352001.0,car,1200,996019212.6416245
421010352001.0,foot,600,1283931.4515117893
421010352001.0,foot,1800,14318515.936458185
421010352001.0,foot,1200,5978146.821677758
421010352001.0,pt,600,826228.6305578407
421010352001.0,pt,1800,25683030.332920577
421010352001.0,pt,1200,5492213.552611507
421010352002.0,car,600,165112153.17060488
421010352002.0,car,1800,3242869031.5605497
421010352002.0,car,1200,1087859275.863925
421010352002.0,foot,600,1177276.3626956819
421010352002.0,foot,1800,12970336.839126542
421010352002.0,foot,1200,5445424.96584666
421010352002.0,pt,600,660292.546758987
421010352002.0,pt,1800,18764782.453153502
421010352002.0,pt,1200,5266591.559943631
421010352003.0,car,600,196739116.72902054
421010352003.0,car,1800,3291799815.203226
421010352003.0,car,1200,1154201425.6901138
421010352003.0,foot,600,1892882.4696929336
421010352003.0,foot,1800,16074655.134328147
421010352003.0,foot,1200,6903975.58035828
421010352003.0,pt,600,1434606.4934539995
421010352003.0,pt,1800,26003165.503283124
421010352003.0,pt,1200,7807467.929900497
421010180011.0,car,600,158260014.44884294
421010180011.0,car,1800,3322386280.056811
421010180011.0,car,1200,1117172166.7300022
421010180011.0,foot,600,1021579.2163602298
421010180011.0,foot,1800,13361549.71722196
421010180011.0,foot,1200,4375094.4550793
421010180011.0,pt,600,797891.629436266
421010180011.0,pt,1800,31946048.04542034
421010180011.0,pt,1200,8374216.709267882
421010180012.0,car,600,176494135.5202502
421010180012.0,car,1800,3500857491.77264
421010180012.0,car,1200,1203164591.0271008
421010180012.0,foot,600,2168252.205788635
421010180012.0,foot,1800,18534709.40285294
421010180012.0,foot,1200,8320124.907523511
421010180012.0,pt,600,1854665.1509705118
421010180012.0,pt,1800,44329821.030643776
421010180012.0,pt,1200,13393522.270911861
421010180013.0,car,600,197640406.5250669
421010180013.0,car,1800,3576282859.35297
421010180013.0,car,1200,1239618623.1680467
421010180013.0,foot,600,2125432.0291973846
421010180013.0,foot,1800,18857965.338201214
421010180013.0,foot,1200,8552734.537329432
421010180013.0,pt,600,1682780.1475313008
421010180013.0,pt,1800,44079117.63700668
421010180013.0,pt,1200,12687203.81544241
421010180021.0,car,600,189450865.79980907
421010180021.0,car,1800,3593529711.325446
421010180021.0,car,1200,1255650148.86834
421010180021.0,foot,600,2267162.5743153924
421010180021.0,foot,1800,18481555.637173146
421010180021.0,foot,1200,8649007.317252621
421010180021.0,pt,600,2136743.957895548
421010180021.0,pt,1800,38104883.42436808
421010180021.0,pt,1200,12581714.40628079
421010180022.0,car,600,195711263.49625966
421010180022.0,car,1800,3672583682.38638
421010180022.0,car,1200,1294821337.6046572
421010180022.0,foot,600,2088969.204016647
421010180022.0,foot,1800,16538204.971671471
421010180022.0,foot,1200,7610612.780611431
421010180022.0,pt,600,1312611.6932289463
421010180022.0,pt,1800,38637832.756708756
421010180022.0,pt,1200,10895317.967072751
421010180023.0,car,600,175023545.7772823
421010180023.0,car,1800,3501558832.884143
421010180023.0,car,1200,1206509586.6671443
421010180023.0,foot,600,2172271.190038002
421010180023.0,foot,1800,18266060.307333756
421010180023.0,foot,1200,8345384.793015269
421010180023.0,pt,600,1921778.610585471
421010180023.0,pt,1800,37262582.37612687
421010180023.0,pt,1200,11944937.74658976
421010180024.0,car,600,165011355.2789615
421010180024.0,car,1800,3490644080.1225944
421010180024.0,car,1200,1201517880.3715472
421010180024.0,foot,600,1783006.1469602156
421010180024.0,foot,1800,16431362.468759945
421010180024.0,foot,1200,7603917.529068932
421010180024.0,pt,600,1448189.924585435
421010180024.0,pt,1800,46139657.35689627
421010180024.0,pt,1200,13781671.66121034
421010008011.0,car,600,228050174.30780348
421010008011.0,car,1800,3577162446.0889153
421010008011.0,car,1200,1214617372.2522762
421010008011.0,foot,600,1993307.5889761976
421010008011.0,foot,1800,21388943.598841935
421010008011.0,foot,1200,8915218.968420912
421010008011.0,pt,600,1667390.667810495
421010008011.0,pt,1800,65757727.207381174
421010008011.0,pt,1200,17292872.43744216
421010008031.0,car,600,228723883.84493643
421010008031.0,car,1800,3583879173.012432
421010008031.0,car,1200,1218718883.989773
421010008031.0,foot,600,2061527.5936083351
421010008031.0,foot,1800,21816294.97674168
421010008031.0,foot,1200,9253020.784361515
421010008031.0,pt,600,2318220.175641394
421010008031.0,pt,1800,81005565.30131505
421010008031.0,pt,1200,23053082.620132647
421010008032.0,car,600,224831707.87229165
421010008032.0,car,1800,3543412591.3508425
421010008032.0,car,1200,1207138515.0608366
421010008032.0,foot,600,2210421.068235806
421010008032.0,foot,1800,21936966.72596584
421010008032.0,foot,1200,9360426.5624534
421010008032.0,pt,600,2006985.1266994297
421010008032.0,pt,1800,67535393.76462209
421010008032.0,pt,1200,17246826.897067614
421010008033.0,car,600,238984326.71959934
421010008033.0,car,1800,3617365232.929512
421010008033.0,car,1200,1250109490.5728955
421010008033.0,foot,600,2236275.261522978
421010008033.0,foot,1800,21691649.850980487
421010008033.0,foot,1200,9148317.348085772
421010008033.0,pt,600,2086075.7192955595
421010008033.0,pt,1800,66170296.03294951
421010008033.0,pt,1200,16272668.860166077
421010008034.0,car,600,231180089.03209972
421010008034.0,car,1800,3564016390.016177
421010008034.0,car,1200,1221887898.9393156
421010008034.0,foot,600,2211729.401833529
421010008034.0,foot,1800,22068331.940806728
421010008034.0,foot,1200,9282121.46868496
421010008034.0,pt,600,1977918.2849359312
421010008034.0,pt,1800,65301634.75248228
421010008034.0,pt,1200,16498931.613500303
421010008041.0,car,600,246982208.29749876
421010008041.0,car,1800,3682346911.091893
421010008041.0,car,1200,1283805240.2112217
421010008041.0,foot,600,2202521.158908243
421010008041.0,foot,1800,21527551.486962102
421010008041.0,foot,1200,9095670.090836758
421010008041.0,pt,600,2488364.399295126
421010008041.0,pt,1800,76218625.94702765
421010008041.0,pt,1200,21063782.70976155
421010008042.0,car,600,233917689.74427542
421010008042.0,car,1800,3621381188.589714
421010008042.0,car,1200,1252343986.4385846
421010008042.0,foot,600,2196436.7963016615
421010008042.0,foot,1800,21460362.190100666
421010008042.0,foot,1200,9257517.737323109
421010008042.0,pt,600,2594387.2178296535
421010008042.0,pt,1800,94294975.47239816
421010008042.0,pt,1200,26367886.768411655
421010008043.0,car,600,245378561.3333527
421010008043.0,car,1800,3657256000.868211
421010008043.0,car,1200,1272831520.2798903
421010008043.0,foot,600,2203709.937705216
421010008043.0,foot,1800,21472725.403840933
421010008043.0,foot,1200,9185642.88737676
421010008043.0,pt,600,2099730.7733861366
421010008043.0,pt,1800,90082821.10035864
421010008043.0,pt,1200,24330969.634737648
421010262001.0,car,600,230278486.28967613
421010262001.0,car,1800,3026757799.86398
421010262001.0,car,1200,1105938018.2019515
421010262001.0,foot,600,2104846.365226834
421010262001.0,foot,1800,20656046.555192187
421010262001.0,foot,1200,9317846.042264702
421010262001.0,pt,600,1913973.406919467
421010262001.0,pt,1800,38179300.873772204
421010262001.0,pt,1200,12664575.652092615
421010262002.0,car,600,208498217.97708723
421010262002.0,car,1800,2902342071.9410086
421010262002.0,car,1200,1047805192.0690002
421010262002.0,foot,600,2263076.469781497
421010262002.0,foot,1800,20143980.03595735
421010262002.0,foot,1200,9326162.44609289
421010262002.0,pt,600,1756963.8354308542
421010262002.0,pt,1800,36247666.27018687
421010262002.0,pt,1200,10943407.032936571
421010262003.0,car,600,218549845.6215066
421010262003.0,car,1800,2956396677.0785813
421010262003.0,car,1200,1066645581.3727522
421010262003.0,foot,600,2115117.7913994333
421010262003.0,foot,1800,20036043.20991637
421010262003.0,foot,1200,9141568.998628413
421010262003.0,pt,600,1830687.5079460307
421010262003.0,pt,1800,37446417.36370952
421010262003.0,pt,1200,12639012.73565099
421010262004.0,car,600,232088552.00250775
421010262004.0,car,1800,3028171015.194088
421010262004.0,car,1200,1097558336.7642295
421010262004.0,foot,600,2145141.4956714306
421010262004.0,foot,1800,20934762.776516676
421010262004.0,foot,1200,9343827.273135161
421010262004.0,pt,600,2804930.586063919
421010262004.0,pt,1800,44600078.81963025
421010262004.0,pt,1200,16096337.862160284
421010090001.0,car,600,226724038.9322402
421010090001.0,car,1800,3515413766.206975
421010090001.0,car,1200,1202474734.349831
421010090001.0,foot,600,2351163.833382578
421010090001.0,foot,1800,21117545.382632833
421010090001.0,foot,1200,8923534.383190522
421010090001.0,pt,600,2249474.914949119
421010090001.0,pt,1800,69230665.09831072
421010090001.0,pt,1200,18218054.88967093
421010090002.0,car,600,221038811.10129946
421010090002.0,car,1800,3473634364.717116
421010090002.0,car,1200,1183172853.754406
421010090002.0,foot,600,2121872.216775231
421010090002.0,foot,1800,20553454.23035689
421010090002.0,foot,1200,8595047.590985632
421010090002.0,pt,600,2060185.304324701
421010090002.0,pt,1800,68000657.83934142
421010090002.0,pt,1200,17951932.519272335
421010090003.0,car,600,237725898.06108722
421010090003.0,car,1800,3574669873.909775
421010090003.0,car,1200,1227178711.0878327
421010090003.0,foot,600,1986218.6439128513
421010090003.0,foot,1800,20757034.367700227
421010090003.0,foot,1200,8645917.445756277
421010090003.0,pt,600,1448950.0019564037
421010090003.0,pt,1800,65636164.3146861
421010090003.0,pt,1200,15942714.597774083
421010090004.0,car,600,224548803.2895074
421010090004.0,car,1800,3489958994.1126146
421010090004.0,car,1200,1186656617.3699386
421010090004.0,foot,600,2322455.9235167867
421010090004.0,foot,1800,20521276.807080913
421010090004.0,foot,1200,8949211.624257732
421010090004.0,pt,600,2790433.100821551
421010090004.0,pt,1800,96959110.97592539
421010090004.0,pt,1200,28269932.143220235
421010131001.0,car,600,243968336.54245067
421010131001.0,car,1800,3813275550.8316345
421010131001.0,car,1200,1314553355.816328
421010131001.0,foot,600,2227895.922062715
421010131001.0,foot,1800,21251462.974270087
421010131001.0,foot,1200,9455868.225769151
421010131001.0,pt,600,2066519.7216156474
421010131001.0,pt,1800,55038425.852093205
421010131001.0,pt,1200,12660236.042197097
421010131002.0,car,600,254985156.7793429
421010131002.0,car,1800,3883620287.9228263
421010131002.0,car,1200,1346919557.38261
421010131002.0,foot,600,2163404.6937200204
421010131002.0,foot,1800,21101616.46620863
421010131002.0,foot,1200,9263069.687994733
421010131002.0,pt,600,2969527.653521755
421010131002.0,pt,1800,70540094.24393542
421010131002.0,pt,1200,18324955.241350412
421010344001.0,car,600,209640743.4331749
421010344001.0,car,1800,3068158164.2460213
421010344001.0,car,1200,1015802206.5437918
421010344001.0,foot,600,1389341.715812863
421010344001.0,foot,1800,15944002.87351853
421010344001.0,foot,1200,5461652.137585988
421010344001.0,pt,600,974632.0764198017
421010344001.0,pt,1800,42575767.31223166
421010344001.0,pt,1200,11254801.114716021
421010344002.0,car,600,231207069.5583728
421010344002.0,car,1800,3161826112.8424363
421010344002.0,car,1200,1068290459.1185663
421010344002.0,foot,600,1384476.6696880641
421010344002.0,foot,1800,15974546.601753678
421010344002.0,foot,1200,6148874.851531874
421010344002.0,pt,600,916632.5191275649
421010344002.0,pt,1800,39151910.47362004
421010344002.0,pt,1200,10561528.198241543
421010344003.0,car,600,233041173.71096683
421010344003.0,car,1800,3153645360.7454586
421010344003.0,car,1200,1077105387.1234698
421010344003.0,foot,600,871202.5307493198
421010344003.0,foot,1800,13716745.089118997
421010344003.0,foot,1200,5197396.707820501
421010344003.0,pt,600,400857.58666492597
421010344003.0,pt,1800,38470837.47357814
421010344003.0,pt,1200,10442605.97836876
421010344004.0,car,600,237007367.7176923
421010344004.0,car,1800,3151419469.190803
421010344004.0,car,1200,1091124852.8247313
421010344004.0,foot,600,1211374.0252368841
421010344004.0,foot,1800,14161199.611551588
421010344004.0,foot,1200,5745097.481493906
421010344004.0,pt,600,640762.9275978269
421010344004.0,pt,1800,16937264.143218137
421010344004.0,pt,1200,3980394.932551487
421010385001.0,car,600,156360683.37469453
421010385001.0,car,1800,2819593752.750743
421010385001.0,car,1200,952905812.409475
421010385001.0,foot,600,1548507.7290699142
421010385001.0,foot,1800,17603487.0589522
421010385001.0,foot,1200,7996375.263154606
421010385001.0,pt,600,1023046.4008282261
421010385001.0,pt,1800,29721611.198859405
421010385001.0,pt,1200,8381594.7394141685
421010385002.0,car,600,157793082.4641161
421010385002.0,car,1800,2858116969.3905916
421010385002.0,car,1200,945795072.9150038
421010385002.0,foot,600,1408480.4633519002
421010385002.0,foot,1800,15427920.682037765
421010385002.0,foot,1200,6497693.273042968
421010385002.0,pt,600,802544.1102233704
421010385002.0,pt,1800,21571160.148554176
421010385002.0,pt,1200,5124710.792875342
421010172011.0,car,600,214608652.90968958
421010172011.0,car,1800,3266048088.318171
421010172011.0,car,1200,1119608487.441894
421010172011.0,foot,600,2341560.5109506813
421010172011.0,foot,1800,21100511.36671956
421010172011.0,foot,1200,9061184.399351967
421010172011.0,pt,600,1843304.0765302486
421010172011.0,pt,1800,48086594.90581019
421010172011.0,pt,1200,11918214.82891717
421010172012.0,car,600,217496428.43612903
421010172012.0,car,1800,3343856194.933377
421010172012.0,car,1200,1146026999.3323548
421010172012.0,foot,600,2206849.606627913
421010172012.0,foot,1800,20676136.09191434
421010172012.0,foot,1200,8694085.163953181
421010172012.0,pt,600,1933963.553126425
421010172012.0,pt,1800,32391012.76792102
421010172012.0,pt,1200,9270612.635827798
421010172013.0,car,600,234340270.79708275
421010172013.0,car,1800,3363332902.700932
421010172013.0,car,1200,1178348425.0835106
421010172013.0,foot,600,2255686.523450603
421010172013.0,foot,1800,21297433.158700533
421010172013.0,foot,1200,9159841.116348749
421010172013.0,pt,600,1836520.6771584488
421010172013.0,pt,1800,54529947.611649714
421010172013.0,pt,1200,13423572.42836915
421010172021.0,car,600,216934413.1977827
421010172021.0,car,1800,3300753608.653874
421010172021.0,car,1200,1137809515.9004526
421010172021.0,foot,600,2209206.7693082057
421010172021.0,foot,1800,19747471.014067695
421010172021.0,foot,1200,8162495.967220478
421010172021.0,pt,600,1730048.3537265682
421010172021.0,pt,1800,47464422.743487
421010172021.0,pt,1200,11988873.467740921
421010172022.0,car,600,224720769.56207448
421010172022.0,car,1800,3359914427.9651747
421010172022.0,car,1200,1160246633.4512897
421010172022.0,foot,600,2198282.4697632566
421010172022.0,foot,1800,18939641.725000996
421010172022.0,foot,1200,8081933.056346786
421010172022.0,pt,600,1732822.7021663361
421010172022.0,pt,1800,30851408.664146364
421010172022.0,pt,1200,8391818.210933514
421010172023.0,car,600,235025394.5149479
421010172023.0,car,1800,3458068041.2237062
421010172023.0,car,1200,1201573047.0576868
421010172023.0,foot,600,2107813.746048908
421010172023.0,foot,1800,18854303.470951706
421010172023.0,foot,1200,8023987.383667718
421010172023.0,pt,600,1882160.1632317372
421010172023.0,pt,1800,32171905.467098035
421010172023.0,pt,1200,9014320.697910007
421010172024.0,car,600,213164503.13231406
421010172024.0,car,1800,3296476900.4768314
421010172024.0,car,1200,1128741624.1970615
421010172024.0,foot,600,2300638.8219983964
421010172024.0,foot,1800,20056822.52811703
421010172024.0,foot,1200,8418659.556999756
421010172024.0,pt,600,1932648.1875565895
421010172024.0,pt,1800,31629694.452036254
421010172024.0,pt,1200,8925097.978255957
421010213001.0,car,600,139453711.6041389
421010213001.0,car,1800,2807055155.529573
421010213001.0,car,1200,1012085221.4630623
421010213001.0,foot,600,2139834.648468423
421010213001.0,foot,1800,16065837.50814783
421010213001.0,foot,1200,7777134.769201703
421010213001.0,pt,600,1690870.12468887
421010213001.0,pt,1800,18028882.413465906
421010213001.0,pt,1200,7504738.122880767
421010213002.0,car,600,156577978.61375177
421010213002.0,car,1800,2919405389.2062945
421010213002.0,car,1200,1060204453.9163288
421010213002.0,foot,600,2107970.056768688
421010213002.0,foot,1800,15949867.869831692
421010213002.0,foot,1200,7783624.846037963
421010213002.0,pt,600,1634716.4718395402
421010213002.0,pt,1800,20901755.32223435
421010213002.0,pt,1200,7912875.699626242
421010213003.0,car,600,158164836.26342776
421010213003.0,car,1800,2887558527.0251164
421010213003.0,car,1200,1037087776.9444866
421010213003.0,foot,600,2100749.4971342497
421010213003.0,foot,1800,15277848.079074318
421010213003.0,foot,1200,7866773.113634637
421010213003.0,pt,600,1657390.8013564541
421010213003.0,pt,1800,24523188.276057906
421010213003.0,pt,1200,8553377.866099298
421010213004.0,car,600,152868471.40335163
421010213004.0,car,1800,2904928430.210977
421010213004.0,car,1200,1049169338.6057844
421010213004.0,foot,600,2161928.2116074525
421010213004.0,foot,1800,15696245.178277194
421010213004.0,foot,1200,7836230.408837493
421010213004.0,pt,600,1706545.5298400116
421010213004.0,pt,1800,21898752.072356533
421010213004.0,pt,1200,8447489.216669759
421010213005.0,car,600,141013966.73873645
421010213005.0,car,1800,2871862476.065651
421010213005.0,car,1200,1037282631.0215311
421010213005.0,foot,600,2117076.842001467
421010213005.0,foot,1800,16263396.450216299
421010213005.0,foot,1200,7677369.062570594
421010213005.0,pt,600,1716963.7163300035
421010213005.0,pt,1800,17991071.499290094
421010213005.0,pt,1200,7393677.67742188
421010254001.0,car,600,225112887.31302366
421010254001.0,car,1800,2980498182.3759117
421010254001.0,car,1200,1078082575.1165528
421010254001.0,foot,600,2219377.5608318904
421010254001.0,foot,1800,21388176.618610114
421010254001.0,foot,1200,9023141.30111559
421010254001.0,pt,600,1764307.0681218423
421010254001.0,pt,1800,35728064.78162032
421010254001.0,pt,1200,10750702.453961464
421010254002.0,car,600,202955123.81010565
421010254002.0,car,1800,2858988682.2671413
421010254002.0,car,1200,1017601460.2812008
421010254002.0,foot,600,2108592.329676616
421010254002.0,foot,1800,21661887.692514993
421010254002.0,foot,1200,9271502.499471743
421010254002.0,pt,600,1920918.4708756418
421010254002.0,pt,1800,38383002.543667845
421010254002.0,pt,1200,11847281.54602292
421010041011.0,car,600,146708488.92047843
421010041011.0,car,1800,3564929745.88671
421010041011.0,car,1200,1217420540.9855876
421010041011.0,foot,600,2382157.8509974717
421010041011.0,foot,1800,20782644.344468884
421010041011.0,foot,1200,9773313.12068088
421010041011.0,pt,600,2499147.1173123047
421010041011.0,pt,1800,35996849.638812326
421010041011.0,pt,1200,13740273.322137415
421010254004.0,car,600,216442565.33092427
421010254004.0,car,1800,2936533004.8980384
421010254004.0,car,1200,1050983606.0418713
421010254004.0,foot,600,2136598.854960277
421010254004.0,foot,1800,20987317.880096532
421010254004.0,foot,1200,9238799.698883485
421010254004.0,pt,600,2470506.4009490777
421010254004.0,pt,1800,40261248.59869038
421010254004.0,pt,1200,14127800.40702242
421010041012.0,car,600,161287817.35655844
421010041012.0,car,1800,3617457155.219992
421010041012.0,car,1200,1246752864.7734134
421010041012.0,foot,600,2490017.2095340025
421010041012.0,foot,1800,21187783.035487223
421010041012.0,foot,1200,9815156.337603781
421010041012.0,pt,600,2422099.6542971334
421010041012.0,pt,1800,30074150.64763949
421010041012.0,pt,1200,11057007.307632986
421010041014.0,car,600,144101329.9856527
421010041014.0,car,1800,3531853268.9747343
421010041014.0,car,1200,1195316612.733775
421010041014.0,foot,600,2364076.966780853
421010041014.0,foot,1800,21736707.841105014
421010041014.0,foot,1200,9854173.410847545
421010041014.0,pt,600,2980571.857270311
421010041014.0,pt,1800,37490314.60356272
421010041014.0,pt,1200,14436899.553011928
421010041013.0,car,600,174255226.19304174
421010041013.0,car,1800,3648115536.0266647
421010041013.0,car,1200,1261418574.149074
421010041013.0,foot,600,2427053.675519855
421010041013.0,foot,1800,21850750.91198151
421010041013.0,foot,1200,9941332.906205121
421010041013.0,pt,600,2712978.8217470706
421010041013.0,pt,1800,34880494.16517465
421010041013.0,pt,1200,13049433.169312915
421010254003.0,car,600,185075476.67836243
421010254003.0,car,1800,2761381176.7622347
421010254003.0,car,1200,968970390.1276758
421010254003.0,foot,600,2062111.265472679
421010254003.0,foot,1800,21164466.9974327
421010254003.0,foot,1200,9094334.191708028
421010254003.0,pt,600,1821747.4489539093
421010254003.0,pt,1800,34125670.8282609
421010254003.0,pt,1200,10685260.085046273
421010041021.0,car,600,184400442.00112203
421010041021.0,car,1800,3710202895.8260508
421010041021.0,car,1200,1300939978.0373492
421010041021.0,foot,600,2382350.334270757
421010041021.0,foot,1800,20527986.041866757
421010041021.0,foot,1200,9322957.206368161
421010041021.0,pt,600,2197118.8183401916
421010041021.0,pt,1800,29095989.246894754
421010041021.0,pt,1200,10494103.242450586
421010041022.0,car,600,218382217.40255624
421010041022.0,car,1800,3878517777.913865
421010041022.0,car,1200,1410827619.4298244
421010041022.0,foot,600,2277434.0994057395
421010041022.0,foot,1800,19545457.996276475
421010041022.0,foot,1200,8960929.594791502
421010041022.0,pt,600,1956689.770283521
421010041022.0,pt,1800,29221823.04552718
421010041022.0,pt,1200,10873803.606449414
421010041023.0,car,600,220271127.70519966
421010041023.0,car,1800,3870781121.4623957
421010041023.0,car,1200,1403443563.711051
421010041023.0,foot,600,2270822.433702023
421010041023.0,foot,1800,21017199.22165853
421010041023.0,foot,1200,9354128.55839362
421010041023.0,pt,600,2066474.182874012
421010041023.0,pt,1800,32859798.776842743
421010041023.0,pt,1200,12731852.711557414
421010041024.0,car,600,181455669.9564397
421010041024.0,car,1800,3665495686.0124793
421010041024.0,car,1200,1273559523.8168569
421010041024.0,foot,600,2556131.698330597
421010041024.0,foot,1800,21981407.963844616
421010041024.0,foot,1200,10041284.084636614
421010041024.0,pt,600,2469050.2625867305
421010041024.0,pt,1800,30380374.33217325
421010041024.0,pt,1200,12246733.24509967
421010082001.0,car,600,186654600.322656
421010082001.0,car,1800,2972551244.1592565
421010082001.0,car,1200,1002957321.8949196
421010082001.0,foot,600,2300253.9792977185
421010082001.0,foot,1800,20253951.625043683
421010082001.0,foot,1200,8396174.479069319
421010082001.0,pt,600,1957626.5695064072
421010082001.0,pt,1800,44345399.580476634
421010082001.0,pt,1200,12164641.705180181
421010082002.0,car,600,182483681.8028125
421010082002.0,car,1800,2936744043.839202
421010082002.0,car,1200,988003207.1660519
421010082002.0,foot,600,2288247.91374515
421010082002.0,foot,1800,19436920.816724844
421010082002.0,foot,1200,7987413.70161329
421010082002.0,pt,600,1923341.893299514
421010082002.0,pt,1800,50433361.31868464
421010082002.0,pt,1200,13465560.979396617
421010082003.0,car,600,179542445.01775792
421010082003.0,car,1800,2907370094.617247
421010082003.0,car,1200,969906978.5087106
421010082003.0,foot,600,2046290.4560492605
421010082003.0,foot,1800,18582381.819955114
421010082003.0,foot,1200,7589025.720305907
421010082003.0,pt,600,2070493.4237515978
421010082003.0,pt,1800,58598759.45548421
421010082003.0,pt,1200,16381339.766749013
421010082004.0,car,600,181987866.28949815
421010082004.0,car,1800,2870982489.5203424
421010082004.0,car,1200,968837781.2296289
421010082004.0,foot,600,1819117.2992025632
421010082004.0,foot,1800,18525538.283277016
421010082004.0,foot,1200,7315474.279195039
421010082004.0,pt,600,1912059.0567592992
421010082004.0,pt,1800,55539723.46045077
