GEOID10,profile,time_limit,average_area
421010379004.0,foot,1200,7891145.983626674
421010379004.0,pt,600,1481435.1093314146
421010379004.0,pt,1800,38634641.03834699
421010379004.0,pt,1200,11114115.581585906
421010379005.0,car,600,190733615.88271815
421010379005.0,car,1800,3729663498.012651
421010379005.0,car,1200,1348462727.975634
421010379005.0,foot,600,2149675.6516757035
421010379005.0,foot,1800,16068879.866189718
421010379005.0,foot,1200,8080342.708408304
421010379005.0,pt,600,1558056.619454387
421010379005.0,pt,1800,36452578.367783904
421010379005.0,pt,1200,11080765.215042273
421010379006.0,car,600,221022779.89128596
421010379006.0,car,1800,3748482764.801219
421010379006.0,car,1200,1379644184.8726053
421010379006.0,foot,600,2207675.349613951
421010379006.0,foot,1800,17109822.889090974
421010379006.0,foot,1200,8395569.523578722
421010379006.0,pt,600,1451365.8144227422
421010379006.0,pt,1800,21448217.544002984
421010379006.0,pt,1200,6534583.554038695
421019808001.0,car,600,172224222.53415588
421019808001.0,car,1800,2728064223.2433333
421019808001.0,car,1200,996913839.1111561
421019808001.0,foot,600,1098025.5527496873
421019808001.0,foot,1800,15686458.458941985
421019808001.0,foot,1200,5889429.187432663
421019808001.0,pt,600,830454.6201033054
421019808001.0,pt,1800,44140840.56826538
421019808001.0,pt,1200,9179278.259125382
421010207001.0,car,600,211657537.29522043
421010207001.0,car,1800,3138012205.4243665
421010207001.0,car,1200,1115205489.9216757
421010207001.0,foot,600,1835315.7920074384
421010207001.0,foot,1800,16546537.7031113
421010207001.0,foot,1200,7147964.3496383075
421010207001.0,pt,600,1248948.3694543443
421010207001.0,pt,1800,32659598.32818856
421010207001.0,pt,1200,8245299.126452902
421010207002.0,car,600,230540470.2421905
421010207002.0,car,1800,3240177637.825062
421010207002.0,car,1200,1166555615.8960733
421010207002.0,foot,600,1847722.0502084955
421010207002.0,foot,1800,16370128.130675185
421010207002.0,foot,1200,7845947.560560942
421010207002.0,pt,600,1369679.7895709116
421010207002.0,pt,1800,35132528.27185691
421010207002.0,pt,1200,8905556.467151385
421010207003.0,car,600,231371169.27594957
421010207003.0,car,1800,3249599728.9372616
421010207003.0,car,1200,1167434180.996427
421010207003.0,foot,600,1756321.0746415965
421010207003.0,foot,1800,16601072.095200991
421010207003.0,foot,1200,7463714.715651678
421010207003.0,pt,600,1140893.682921717
421010207003.0,pt,1800,35346969.24366119
421010207003.0,pt,1200,8767292.761557382
421010207004.0,car,600,227653270.24006525
421010207004.0,car,1800,3269457904.839823
421010207004.0,car,1200,1182475015.2246914
421010207004.0,foot,600,1247789.803457947
421010207004.0,foot,1800,15361233.043832922
421010207004.0,foot,1200,6022045.116699663
421010207004.0,pt,600,765773.1457385076
421010207004.0,pt,1800,39147552.24980653
421010207004.0,pt,1200,9498223.33480065
421010248001.0,car,600,204721661.68568444
421010248001.0,car,1800,2934090992.1600885
421010248001.0,car,1200,1032344376.7482202
421010248001.0,foot,600,2042845.5729894997
421010248001.0,foot,1800,21909876.78743032
421010248001.0,foot,1200,9305900.303650726
421010248001.0,pt,600,1703550.2118633962
421010248001.0,pt,1800,51502866.56841028
421010248001.0,pt,1200,14387334.314617425
421010248002.0,car,600,206186893.2079633
421010248002.0,car,1800,2953151678.5915856
421010248002.0,car,1200,1043629974.735831
421010248002.0,foot,600,2048549.0246880173
421010248002.0,foot,1800,21644298.20595465
421010248002.0,foot,1200,9039724.38683104
421010248002.0,pt,600,1796649.0011012864
421010248002.0,pt,1800,56028405.29646518
421010248002.0,pt,1200,15112645.907524686
421010289011.0,car,600,255072738.33904782
421010289011.0,car,1800,3460758105.351054
421010289011.0,car,1200,1265610997.2727551
421010289011.0,foot,600,2043385.4594072104
421010289011.0,foot,1800,19931465.491707787
421010289011.0,foot,1200,8952486.760741215
421010289011.0,pt,600,1603948.9098007644
421010289011.0,pt,1800,34645354.26818563
421010289011.0,pt,1200,9061355.956797943
421010289012.0,car,600,230485109.74563527
421010289012.0,car,1800,3390462026.1110854
421010289012.0,car,1200,1212392771.0666566
421010289012.0,foot,600,1340403.3815335322
421010289012.0,foot,1800,17968596.035474412
421010289012.0,foot,1200,6970169.9092522515
421010289012.0,pt,600,770749.8615828471
421010289012.0,pt,1800,24612871.989521176
421010289012.0,pt,1200,6245314.072100471
421010289013.0,car,600,255672015.35717687
421010289013.0,car,1800,3485714634.5529757
421010289013.0,car,1200,1272166386.0163987
421010289013.0,foot,600,1795861.5942445702
421010289013.0,foot,1800,20161641.32613086
421010289013.0,foot,1200,8382854.701564038
421010289013.0,pt,600,1265892.6824599293
421010289013.0,pt,1800,25066914.688703805
421010289013.0,pt,1200,6199248.521729782
421010289021.0,car,600,232034343.1458388
421010289021.0,car,1800,3399521281.4000545
421010289021.0,car,1200,1224991643.030629
421010289021.0,foot,600,1200693.4567697213
421010289021.0,foot,1800,18395600.486427616
421010289021.0,foot,1200,6615990.935084215
421010289021.0,pt,600,542415.7760783023
421010289021.0,pt,1800,22312120.059392367
421010289021.0,pt,1200,4860141.272756337
421010289022.0,car,600,248273396.03251487
421010289022.0,car,1800,3407779227.3188024
421010289022.0,car,1200,1235599565.6969633
421010289022.0,foot,600,1657745.8328499137
421010289022.0,foot,1800,19303436.060360022
421010289022.0,foot,1200,7874813.469686183
421010289022.0,pt,600,1296147.5513919303
421010289022.0,pt,1800,43669982.41199649
421010289022.0,pt,1200,11033056.68257238
421010289023.0,car,600,246474266.39326152
421010289023.0,car,1800,3385708587.708299
421010289023.0,car,1200,1222277817.6735988
421010289023.0,foot,600,2030622.5704391964
421010289023.0,foot,1800,20729588.951123185
421010289023.0,foot,1200,8901900.489852885
421010289023.0,pt,600,1696579.88369109
421010289023.0,pt,1800,50848696.81594968
421010289023.0,pt,1200,13365169.470350247
421010289024.0,car,600,244971946.5231189
421010289024.0,car,1800,3371337936.303053
421010289024.0,car,1200,1219748712.9077466
421010289024.0,foot,600,2075097.2234917663
421010289024.0,foot,1800,20803369.2162166
421010289024.0,foot,1200,8903349.084866446
421010289024.0,pt,600,2020550.1940504
421010289024.0,pt,1800,57224053.47422965
421010289024.0,pt,1200,15080208.518425504
421010289025.0,car,600,250387839.4425125
421010289025.0,car,1800,3378548484.2998104
421010289025.0,car,1200,1233130971.7184553
421010289025.0,foot,600,2158604.5217631757
421010289025.0,foot,1800,21425799.82422188
421010289025.0,foot,1200,8852685.448953252
421010289025.0,pt,600,2292159.9898235938
421010289025.0,pt,1800,62956095.16572435
421010289025.0,pt,1200,17066400.86765455
421010117001.0,car,600,215071736.11916918
421010117001.0,car,1800,3087189969.717248
421010117001.0,car,1200,1117980214.4402928
421010117001.0,foot,600,2133643.9065573933
421010117001.0,foot,1800,19659771.12882107
421010117001.0,foot,1200,8367917.232233251
421010117001.0,pt,600,2129191.6675038342
421010117001.0,pt,1800,44774723.297208026
421010117001.0,pt,1200,13044898.518458342
421010330001.0,car,600,183505044.0898597
421010330001.0,car,1800,3269334877.915713
421010330001.0,car,1200,1198096883.1321678
421010330001.0,foot,600,2275316.7982711764
421010330001.0,foot,1800,19021036.93057134
421010330001.0,foot,1200,8287209.658580458
421010330001.0,pt,600,2132692.5618809527
421010330001.0,pt,1800,45675544.59813463
421010330001.0,pt,1200,13578749.134442216
421010330002.0,car,600,177148660.07277498
421010330002.0,car,1800,3282847027.838222
421010330002.0,car,1200,1204896618.6488566
421010330002.0,foot,600,2280170.780528511
421010330002.0,foot,1800,18961192.199309044
421010330002.0,foot,1200,7962429.405643588
421010330002.0,pt,600,2158859.7592775756
421010330002.0,pt,1800,46051235.340894245
421010330002.0,pt,1200,13317651.631004523
421010330003.0,car,600,191954967.2632281
421010330003.0,car,1800,3299979958.283688
421010330003.0,car,1200,1229712097.2016807
421010330003.0,foot,600,2169869.531866815
421010330003.0,foot,1800,19130910.637116678
421010330003.0,foot,1200,8532674.924251612
421010330003.0,pt,600,2203369.2914213184
421010330003.0,pt,1800,48679014.28212157
421010330003.0,pt,1200,14104937.871611658
421010330004.0,car,600,206080389.82443774
421010330004.0,car,1800,3451644296.6707177
421010330004.0,car,1200,1309039079.1622257
421010330004.0,foot,600,1780645.9770971225
421010330004.0,foot,1800,17852449.673085738
421010330004.0,foot,1200,7850950.982367352
421010330004.0,pt,600,1700411.5606935252
421010330004.0,pt,1800,39828726.53281315
421010330004.0,pt,1200,10536397.269219525
421010330005.0,car,600,201049798.68299064
421010330005.0,car,1800,3414292571.391919
421010330005.0,car,1200,1284024490.5023482
421010330005.0,foot,600,2119335.055150307
421010330005.0,foot,1800,18826920.71701818
421010330005.0,foot,1200,8349219.5498144645
421010330005.0,pt,600,2233613.4480348937
421010330005.0,pt,1800,54733505.702617526
421010330005.0,pt,1200,14627433.752831016
421010330006.0,car,600,211388932.5350731
421010330006.0,car,1800,3434107744.544505
421010330006.0,car,1200,1298343698.224604
421010330006.0,foot,600,2288801.2815594133
421010330006.0,foot,1800,20003930.36733879
421010330006.0,foot,1200,9083392.383997746
421010330006.0,pt,600,1971984.114428665
421010330006.0,pt,1800,47117488.10565926
421010330006.0,pt,1200,11911033.430552758
421010330007.0,car,600,189855397.51956865
421010330007.0,car,1800,3333007657.2127767
421010330007.0,car,1200,1242303445.8378677
421010330007.0,foot,600,2192083.948662227
421010330007.0,foot,1800,18883889.135931827
421010330007.0,foot,1200,8221758.025967544
421010330007.0,pt,600,1913069.820733922
421010330007.0,pt,1800,47983048.4010514
421010330007.0,pt,1200,12331567.018233037
421010158001.0,car,600,185552768.0427056
421010158001.0,car,1800,3498592264.7157464
421010158001.0,car,1200,1188205082.99673
421010158001.0,foot,600,2214246.856842099
421010158001.0,foot,1800,19195461.41569954
421010158001.0,foot,1200,8953428.855493428
421010158001.0,pt,600,2285030.2743398496
421010158001.0,pt,1800,48908583.15323296
421010158001.0,pt,1200,14893541.304777646
421010158002.0,car,600,182304847.7075064
421010158002.0,car,1800,3542684799.191199
421010158002.0,car,1200,1218054046.4760633
421010158002.0,foot,600,2210362.792027444
421010158002.0,foot,1800,18573109.60279759
421010158002.0,foot,1200,8964268.078430751
421010158002.0,pt,600,2096985.8755146742
421010158002.0,pt,1800,42350679.25125397
421010158002.0,pt,1200,13065110.962671991
421010158003.0,car,600,201521864.6527583
421010158003.0,car,1800,3675814441.444751
421010158003.0,car,1200,1290278419.6738896
421010158003.0,foot,600,2022827.6952867645
421010158003.0,foot,1800,17385153.863962796
421010158003.0,foot,1200,8124538.714761429
421010158003.0,pt,600,1487338.2808277253
421010158003.0,pt,1800,28513601.429069858
421010158003.0,pt,1200,7086349.321831809
421010158004.0,car,600,197014319.14282793
421010158004.0,car,1800,3606010453.472113
421010158004.0,car,1200,1249384670.8439708
421010158004.0,foot,600,2268005.691944872
421010158004.0,foot,1800,19168401.36326097
421010158004.0,foot,1200,8850902.019278234
421010158004.0,pt,600,2014166.4495924837
421010158004.0,pt,1800,61347132.44117296
421010158004.0,pt,1200,15577891.308758054
421010158005.0,car,600,185863346.25211343
421010158005.0,car,1800,3523690715.8633904
421010158005.0,car,1200,1204324419.9844441
421010158005.0,foot,600,2291726.911463882
421010158005.0,foot,1800,19044654.308810115
421010158005.0,foot,1200,9008770.454581808
421010158005.0,pt,600,2078955.7372099645
421010158005.0,pt,1800,47686359.695509374
421010158005.0,pt,1200,12135634.108522734
421010158006.0,car,600,192121303.38336384
421010158006.0,car,1800,3623371765.145152
421010158006.0,car,1200,1263356513.4152904
421010158006.0,foot,600,2082209.4649101004
421010158006.0,foot,1800,17924862.86540284
421010158006.0,foot,1200,8456298.50534134
421010158006.0,pt,600,1765408.8260072763
421010158006.0,pt,1800,32275961.086517878
421010158006.0,pt,1200,9376502.263532378
421019800001.0,car,600,189231104.1427036
421019800001.0,car,1800,3180031400.1565948
421019800001.0,car,1200,1067731913.2811056
421019800001.0,foot,600,817175.0573977539
421019800001.0,foot,1800,13521749.499097813
421019800001.0,foot,1200,4780764.36330165
421019800001.0,pt,600,442682.1398640328
421019800001.0,pt,1800,16478611.120002907
421019800001.0,pt,1200,3736666.2566485507
421010199001.0,car,600,254334524.82592064
421010199001.0,car,1800,3583376795.8159614
421010199001.0,car,1200,1275699282.4460886
421010199001.0,foot,600,2271749.9521815027
421010199001.0,foot,1800,22682295.328967012
421010199001.0,foot,1200,9759478.696191907
421010199001.0,pt,600,1869152.3595251534
421010199001.0,pt,1800,63935049.4314283
421010199001.0,pt,1200,15085630.797148783
421010199002.0,car,600,256638666.14584535
421010199002.0,car,1800,3592529875.86808
421010199002.0,car,1200,1280294441.817521
421010199002.0,foot,600,2360745.7870763247
421010199002.0,foot,1800,22720556.413546994
421010199002.0,foot,1200,9665547.874536902
421010199002.0,pt,600,2299147.058741904
421010199002.0,pt,1800,66950376.39695251
421010199002.0,pt,1200,16432611.038249668
421010199003.0,car,600,264191414.91978726
421010199003.0,car,1800,3637623945.090856
421010199003.0,car,1200,1310665941.1368473
421010199003.0,foot,600,2361867.866441815
421010199003.0,foot,1800,22790355.16413801
421010199003.0,foot,1200,9931093.265904317
421010199003.0,pt,600,2528151.9804344485
421010199003.0,pt,1800,75599510.18763514
421010199003.0,pt,1200,21319719.639111944
421010199004.0,car,600,251755665.7378316
421010199004.0,car,1800,3607902550.3823256
421010199004.0,car,1200,1278948655.7286382
421010199004.0,foot,600,2281430.626908043
421010199004.0,foot,1800,23063759.93347065
421010199004.0,foot,1200,9926310.168241749
421010199004.0,pt,600,1949961.231854725
421010199004.0,pt,1800,61272443.45046191
421010199004.0,pt,1200,14985154.020898271
421010240001.0,car,600,217113473.45931777
421010240001.0,car,1800,3114837170.9338484
421010240001.0,car,1200,1122152572.983718
421010240001.0,foot,600,1842220.2067084243
421010240001.0,foot,1800,20486677.46577829
421010240001.0,foot,1200,8930678.808478707
421010240001.0,pt,600,1185715.6269243315
421010240001.0,pt,1800,36418519.19333169
421010240001.0,pt,1200,8557108.831273843
421010240002.0,car,600,213725158.48375615
421010240002.0,car,1800,3080347084.462933
421010240002.0,car,1200,1101966818.3398077
421010240002.0,foot,600,2090425.9905991026
421010240002.0,foot,1800,21348578.177652262
421010240002.0,foot,1200,9184263.523257406
421010240002.0,pt,600,1789348.5281359877
421010240002.0,pt,1800,45979378.80278687
421010240002.0,pt,1200,12353155.614651565
421010027011.0,car,600,154145520.0363267
421010027011.0,car,1800,3465060593.948931
421010027011.0,car,1200,1171348597.6678748
421010027011.0,foot,600,2339175.2853472754
421010027011.0,foot,1800,20053330.584411494
421010027011.0,foot,1200,9586194.995922755
421010027011.0,pt,600,2100502.6752767987
421010027011.0,pt,1800,38903872.83369361
421010027011.0,pt,1200,14852464.545927206
421010027012.0,car,600,130761368.04492283
421010027012.0,car,1800,3435242802.7684636
421010027012.0,car,1200,1154421749.8570287
421010027012.0,foot,600,2313225.3314963304
421010027012.0,foot,1800,19880486.578505345
421010027012.0,foot,1200,9571748.225020817
421010027012.0,pt,600,2294264.4925114266
421010027012.0,pt,1800,35207633.30370672
421010027012.0,pt,1200,13411521.9401405
421010027013.0,car,600,144156011.6414749
421010027013.0,car,1800,3451116039.647338
421010027013.0,car,1200,1168121025.1423686
421010027013.0,foot,600,2326106.043976549
421010027013.0,foot,1800,20087373.169211242
421010027013.0,foot,1200,9698030.81932784
421010027013.0,pt,600,2284190.6488510957
421010027013.0,pt,1800,37061459.05387621
421010027013.0,pt,1200,14258689.025622964
421010240003.0,car,600,197396440.2229637
421010240003.0,car,1800,3050713719.666829
421010240003.0,car,1200,1080250854.9753947
421010240003.0,foot,600,2198503.6018577246
421010240003.0,foot,1800,21405094.20557644
421010240003.0,foot,1200,8984740.489217337
421010240003.0,pt,600,1705377.3226734921
421010240003.0,pt,1800,42995395.56043037
421010240003.0,pt,1200,11041619.569356564
421010240004.0,car,600,222278957.06909522
421010240004.0,car,1800,3163522129.67432
421010240004.0,car,1200,1147034046.3495808
421010240004.0,foot,600,1983401.201383798
421010240004.0,foot,1800,20817649.121174566
421010240004.0,foot,1200,8949985.650155136
421010240004.0,pt,600,1467287.4223805426
421010240004.0,pt,1800,42735684.41638161
421010240004.0,pt,1200,10283133.682459177
421010027021.0,car,600,179806295.1440933
421010027021.0,car,1800,3695762746.4767923
421010027021.0,car,1200,1284705915.904099
421010027021.0,foot,600,2213329.7491813833
421010027021.0,foot,1800,18040484.707178783
421010027021.0,foot,1200,8615108.897785654
421010027021.0,pt,600,1910189.0700323093
421010027021.0,pt,1800,34276877.64151617
421010027021.0,pt,1200,12845627.874146778
421010027022.0,car,600,148501872.13757515
421010027022.0,car,1800,3592400371.280797
421010027022.0,car,1200,1228785702.1438775
421010027022.0,foot,600,2132193.7221933315
421010027022.0,foot,1800,17576733.223629292
421010027022.0,foot,1200,8565210.476970743
421010027022.0,pt,600,1851570.24684805
421010027022.0,pt,1800,33203551.606918238
421010027022.0,pt,1200,12504576.677067174
421010027023.0,car,600,175508309.3248741
421010027023.0,car,1800,3638844062.0134606
421010027023.0,car,1200,1258812986.679134
421010027023.0,foot,600,2324682.8506328166
421010027023.0,foot,1800,18508731.99262058
421010027023.0,foot,1200,9024099.448343873
421010027023.0,pt,600,1954034.1800639753
421010027023.0,pt,1800,34283196.927639976
421010027023.0,pt,1200,12936706.518133417
421010027024.0,car,600,170879026.9800913
421010027024.0,car,1800,3640034926.84471
421010027024.0,car,1200,1268029667.252616
421010027024.0,foot,600,2159784.0629119654
421010027024.0,foot,1800,18433139.477954753
421010027024.0,foot,1200,9001615.402483067
421010027024.0,pt,600,1988438.2055117793
421010027024.0,pt,1800,34298005.84169099
421010027024.0,pt,1200,13055898.331093572
421010281001.0,car,600,238246647.49985686
421010281001.0,car,1800,3273388181.930082
421010281001.0,car,1200,1196900728.4009717
421010281001.0,foot,600,1775224.248989914
421010281001.0,foot,1800,21315113.637868434
421010281001.0,foot,1200,8828949.068592867
421010281001.0,pt,600,1607607.344614294
421010281001.0,pt,1800,61316940.93965393
421010281001.0,pt,1200,15554293.659412038
421010281002.0,car,600,256719388.83575335
421010281002.0,car,1800,3369783969.8188033
421010281002.0,car,1200,1242187476.909009
421010281002.0,foot,600,2233982.5815788293
421010281002.0,foot,1800,22159474.465408046
421010281002.0,foot,1200,9515453.768094435
421010281002.0,pt,600,2162630.3807843253
421010281002.0,pt,1800,64262816.500003144
421010281002.0,pt,1200,16258705.96919163
421010281003.0,car,600,276158961.7661942
421010281003.0,car,1800,3483938307.185599
421010281003.0,car,1200,1298800743.87409
421010281003.0,foot,600,2530798.7865214953
421010281003.0,foot,1800,22726153.69932717
421010281003.0,foot,1200,9667513.354934592
421010281003.0,pt,600,2443469.470246787
421010281003.0,pt,1800,68346106.37218426
421010281003.0,pt,1200,17226170.402675655
421010109001.0,car,600,210159985.35783213
421010109001.0,car,1800,3444351789.9914474
421010109001.0,car,1200,1163818625.0285792
421010109001.0,foot,600,1909746.670060043
421010109001.0,foot,1800,19756593.092799734
421010109001.0,foot,1200,7451284.813246854
421010109001.0,pt,600,1367721.9641504823
421010109001.0,pt,1800,34954110.29930274
421010109001.0,pt,1200,7091952.015380301
421010109002.0,car,600,228723983.87613577
421010109002.0,car,1800,3552575601.3741007
421010109002.0,car,1200,1209155956.8996277
421010109002.0,foot,600,1890632.2847014559
421010109002.0,foot,1800,19687146.20803334
421010109002.0,foot,1200,7901625.010007235
421010109002.0,pt,600,1395233.676816641
421010109002.0,pt,1800,50707966.96152015
421010109002.0,pt,1200,10711248.159988323
421010109003.0,car,600,226910320.53465468
421010109003.0,car,1800,3530955202.0815306
421010109003.0,car,1200,1207810276.0927298
421010109003.0,foot,600,2126062.451464106
421010109003.0,foot,1800,20350652.002039403
421010109003.0,foot,1200,8333718.387603022
421010109003.0,pt,600,1682539.37453339
421010109003.0,pt,1800,46893654.119453564
421010109003.0,pt,1200,10681843.002283115
421010363011.0,car,600,221103173.29284382
421010363011.0,car,1800,3520139900.1743827
421010363011.0,car,1200,1152364418.315879
421010363011.0,foot,600,1207550.1349135633
421010363011.0,foot,1800,12148849.291324975
421010363011.0,foot,1200,5445409.77260851
421010363011.0,pt,600,836778.6080373556
421010363011.0,pt,1800,26971030.240250535
421010363011.0,pt,1200,8676073.956471507
421010363012.0,car,600,231797351.89317352
421010363012.0,car,1800,3586308932.7675247
421010363012.0,car,1200,1193903676.6730316
421010363012.0,foot,600,1612634.1620919805
421010363012.0,foot,1800,15190801.548973665
421010363012.0,foot,1200,6525482.489100694
421010363012.0,pt,600,1804741.7948832258
421010363012.0,pt,1800,41914083.61321495
421010363012.0,pt,1200,13725133.960278332
421010363021.0,car,600,251632564.964928
421010363021.0,car,1800,3584131396.4044166
421010363021.0,car,1200,1163393435.0310466
421010363021.0,foot,600,1733520.6016524516
421010363021.0,foot,1800,18587296.524993476
421010363021.0,foot,1200,8187673.338946301
421010363021.0,pt,600,1685893.238894413
421010363021.0,pt,1800,36636771.91755231
421010363021.0,pt,1200,11914732.269082686
421010363022.0,car,600,252997547.91338262
421010363022.0,car,1800,3590149147.172845
421010363022.0,car,1200,1175339882.6128008
421010363022.0,foot,600,1169299.697709293
421010363022.0,foot,1800,17870727.18290564
421010363022.0,foot,1200,6817343.802588102
421010363022.0,pt,600,973490.5100380152
421010363022.0,pt,1800,31901630.72263124
421010363022.0,pt,1200,8409834.545084672
421010363031.0,car,600,187928288.94510663
421010363031.0,car,1800,3342308131.6860166
421010363031.0,car,1200,1052513601.5804689
421010363031.0,foot,600,1031567.7849488739
421010363031.0,foot,1800,13530986.506486539
421010363031.0,foot,1200,5106498.710132717
421010363031.0,pt,600,417776.5486699217
421010363031.0,pt,1800,16525893.610149812
421010363031.0,pt,1200,3992751.9191334657
421010363032.0,car,600,243096962.28670722
421010363032.0,car,1800,3560315485.2717767
421010363032.0,car,1200,1182130764.937944
421010363032.0,foot,600,1864077.0286516764
421010363032.0,foot,1800,18496653.529690154
421010363032.0,foot,1200,7119132.214763135
421010363032.0,pt,600,1468343.0017687767
421010363032.0,pt,1800,26108990.911082998
421010363032.0,pt,1200,7954834.4678485915
421010363033.0,car,600,225231559.97093898
421010363033.0,car,1800,3476845631.941507
421010363033.0,car,1200,1104733428.237664
421010363033.0,foot,600,1411947.9474789358
421010363033.0,foot,1800,15893362.57775576
421010363033.0,foot,1200,6035437.242611801
421010363033.0,pt,600,1122998.6063358334
421010363033.0,pt,1800,23163322.599591184
421010363033.0,pt,1200,7158047.160279373
421010363034.0,car,600,213570406.53482684
421010363034.0,car,1800,3477774001.2496314
421010363034.0,car,1200,1116543383.6275527
421010363034.0,foot,600,1246778.5315056532
421010363034.0,foot,1800,15688540.415332254
421010363034.0,foot,1200,6382030.363107629
421010363034.0,pt,600,1089582.2602516334
421010363034.0,pt,1800,25272447.408629593
421010363034.0,pt,1200,8306630.44951505
421010191001.0,car,600,233869767.72581226
421010191001.0,car,1800,3547323444.402442
421010191001.0,car,1200,1279679174.656505
421010191001.0,foot,600,1960545.3626189616
421010191001.0,foot,1800,19087431.999173734
421010191001.0,foot,1200,7932383.007650907
421010191001.0,pt,600,1277204.4646292974
421010191001.0,pt,1800,31428829.04785238
421010191001.0,pt,1200,8239323.881108418
421010191004.0,car,600,213103661.29833227
421010191004.0,car,1800,3409319682.438192
421010191004.0,car,1200,1213867122.985861
421010191004.0,foot,600,1736752.7540063262
421010191004.0,foot,1800,18001972.13156736
421010191004.0,foot,1200,7236059.408410169
421010191004.0,pt,600,1252002.3245041487
421010191004.0,pt,1800,27039045.193339206
421010191004.0,pt,1200,7069275.958743987
421010191005.0,car,600,229308504.3812357
421010191005.0,car,1800,3608663832.60523
421010191005.0,car,1200,1305232775.081425
421010191005.0,foot,600,2000422.8331447444
421010191005.0,foot,1800,20310748.00746503
421010191005.0,foot,1200,8893287.310699811
421010191005.0,pt,600,1395984.0001908191
421010191005.0,pt,1800,59900114.52858559
421010191005.0,pt,1200,14695070.318934822
421010191002.0,car,600,239899644.39788693
421010191002.0,car,1800,3657620303.608364
421010191002.0,car,1200,1333642075.4830027
421010191002.0,foot,600,2060136.6651324716
421010191002.0,foot,1800,18556685.249052532
421010191002.0,foot,1200,8082511.513520554
421010191002.0,pt,600,1761376.5502679055
421010191002.0,pt,1800,38823476.24002574
421010191002.0,pt,1200,10667053.092537094
421010191003.0,car,600,227912055.99851102
421010191003.0,car,1800,3593456430.237998
421010191003.0,car,1200,1299572652.6365676
421010191003.0,foot,600,2235965.445750394
421010191003.0,foot,1800,20081170.680635996
421010191003.0,foot,1200,8789377.622537594
421010191003.0,pt,600,1732119.1317347332
421010191003.0,pt,1800,59719316.48438468
421010191003.0,pt,1200,14388661.267843708
421010191006.0,car,600,225645335.74898177
421010191006.0,car,1800,3496262753.581559
421010191006.0,car,1200,1249623892.1932366
421010191006.0,foot,600,2089077.306574156
421010191006.0,foot,1800,19386121.719596002
421010191006.0,foot,1200,8573921.404539833
421010191006.0,pt,600,1356182.7946168205
421010191006.0,pt,1800,50708333.68067118
421010191006.0,pt,1200,12046946.93142022
421010019001.0,car,600,220905991.97625765
421010019001.0,car,1800,3649236077.3146505
421010019001.0,car,1200,1244540234.4283507
421010019001.0,foot,600,2249666.681856162
421010019001.0,foot,1800,21473676.14985586
421010019001.0,foot,1200,9485274.352362785
421010019001.0,pt,600,2129827.2711880794
421010019001.0,pt,1800,46073930.34683844
421010019001.0,pt,1200,14320607.673739586
421010019002.0,car,600,205021887.1317572
421010019002.0,car,1800,3561688238.653163
421010019002.0,car,1200,1200989635.4936872
421010019002.0,foot,600,2357965.2285345504
421010019002.0,foot,1800,21938036.895862494
421010019002.0,foot,1200,9627990.155747801
421010019002.0,pt,600,2078735.3071020585
421010019002.0,pt,1800,46803972.76837272
421010019002.0,pt,1200,14119884.557455454
421010019003.0,car,600,209259804.10672656
421010019003.0,car,1800,3575241222.9635797
421010019003.0,car,1200,1215347057.0394068
421010019003.0,foot,600,2201952.0871324865
421010019003.0,foot,1800,21548802.540477805
421010019003.0,foot,1200,9480362.568672013
421010019003.0,pt,600,2428077.94560433
421010019003.0,pt,1800,53033015.98591625
421010019003.0,pt,1200,17366476.168298308
421010060001.0,car,600,166873059.22981137
421010060001.0,car,1800,2955283745.056318
421010060001.0,car,1200,885083586.3950971
421010060001.0,foot,600,1447005.651385846
421010060001.0,foot,1800,14739689.829487499
421010060001.0,foot,1200,6651397.874295071
421010060001.0,pt,600,1089415.153552168
421010060001.0,pt,1800,28843951.803028535
421010060001.0,pt,1200,9763311.362771694
421010060002.0,car,600,164352333.56839547
421010060002.0,car,1800,2965928337.0378103
421010060002.0,car,1200,891669590.8619753
421010060002.0,foot,600,1406941.6076110709
421010060002.0,foot,1800,15347617.956677655
421010060002.0,foot,1200,6375320.20378751
421010060002.0,pt,600,1585555.7109963186
421010060002.0,pt,1800,44205106.4153862
421010060002.0,pt,1200,14153714.764591822
421010060003.0,car,600,179940596.3154781
421010060003.0,car,1800,3072034311.3419886
421010060003.0,car,1200,954256846.3281714
421010060003.0,foot,600,2170479.0058057075
421010060003.0,foot,1800,16940776.884044226
421010060003.0,foot,1200,7960263.59630734
421010060003.0,pt,600,1809953.6406957307
421010060003.0,pt,1800,33355249.97730999
421010060003.0,pt,1200,11491985.400626127
421010060004.0,car,600,177607078.7318647
421010060004.0,car,1800,3004300036.8740396
421010060004.0,car,1200,917222263.6039253
421010060004.0,foot,600,2024736.8910964448
421010060004.0,foot,1800,17685115.446468
421010060004.0,foot,1200,7999327.353533862
421010060004.0,pt,600,1690029.8764831577
421010060004.0,pt,1800,32965918.332259852
421010060004.0,pt,1200,11328962.180305487
421010060005.0,car,600,176465618.07303983
421010060005.0,car,1800,3018203425.4550166
421010060005.0,car,1200,931747947.9649109
421010060005.0,foot,600,2213779.5415045484
421010060005.0,foot,1800,18454058.130379617
421010060005.0,foot,1200,8232609.506254861
421010060005.0,pt,600,1784067.5860603116
421010060005.0,pt,1800,33032717.13675462
