,isochrone,center,area_m2,avg_stars,choice,no_truck_length,distance_pool,avg_housing_price,foreclosure_count,foreclosure_over_area
1670,421010268002-1800-car,"40.055766009083946,-75.13877235998413",3048219636.451936,3.6271285763529817,True,944060.3934963488,0.0,12224.0,2852,9.356281174409298e-07
1671,421010268002-600-pt,"40.055766009083946,-75.13877235998413",1847306.486338119,3.25,False,2818.141371591403,0.0011748935966301045,16032.0,15,8.119930347743334e-06
1672,421010268002-1200-pt,"40.055766009083946,-75.13877235998413",12543231.54498981,3.3333333333333335,False,7234.39094265669,0.0,12352.0,82,6.537390281434577e-06
1673,421010268002-1800-pt,"40.055766009083946,-75.13877235998413",45477803.25087784,3.2613636363636362,False,32342.941412978922,0.0,13056.0,250,5.49718724584997e-06
1710,421010269001-600-foot,"40.05415669827588,-75.12852488336003",1964057.1781534548,3.9583333333333335,False,0.0,0.010724350827735133,19360.0,4,2.0366005860179058e-06
1711,421010269001-1200-foot,"40.05415669827588,-75.12852488336003",8925199.458041344,3.4,False,8146.411531458307,0.0030134189293438583,16320.0,29,3.2492271053810286e-06
1712,421010269001-1800-foot,"40.05415669827588,-75.12852488336003",20586454.182317033,3.40625,False,14466.739584051937,0.0,13504.0,80,3.8860504723886304e-06
1713,421010269001-600-car,"40.05415669827588,-75.12852488336003",236627244.68669266,3.3513986013986012,True,322302.58547829697,0.0,12320.0,1094,4.623305323309307e-06
1714,421010269001-1200-car,"40.05415669827588,-75.12852488336003",1125645355.6399183,3.638721888220886,True,861397.4916180464,0.0,12480.0,2543,2.259148485141068e-06
1715,421010269001-1800-car,"40.05415669827588,-75.12852488336003",3128920691.905329,3.6271285763529817,True,944060.3934963488,0.0,12224.0,2852,9.114964170802614e-07
1716,421010269001-600-pt,"40.05415669827588,-75.12852488336003",1847681.716169919,3.8461538461538463,False,0.0,0.008756101244532815,19360.0,2,1.0824375120980378e-06
1717,421010269001-1200-pt,"40.05415669827588,-75.12852488336003",12320016.093912704,3.3541666666666665,False,15508.80494667872,0.0002076592926461115,13504.0,53,4.301942432217049e-06
1718,421010269001-1800-pt,"40.05415669827588,-75.12852488336003",41527916.34763534,3.29933110367893,False,66448.8109509608,0.0,11088.0,262,6.309009048437814e-06
1755,421010270001-600-foot,"40.048923848255306,-75.12963820454574",2108855.625165039,3.2142857142857144,False,2119.837005621293,0.007132504604800679,17104.0,9,4.267717473212828e-06
1756,421010270001-1200-foot,"40.048923848255306,-75.12963820454574",8890843.329273388,3.3863636363636362,False,13481.569853560577,0.00021669411922391137,13504.0,47,5.286337668919549e-06
1757,421010270001-1800-foot,"40.048923848255306,-75.12963820454574",20936599.555040505,3.3152173913043477,False,20298.590824299223,0.0,13056.0,110,5.253957296686099e-06
1758,421010270001-600-car,"40.048923848255306,-75.12963820454574",240941959.32939664,3.3881909547738696,True,373510.32413573755,0.0,11808.0,1190,4.938948796266436e-06
1759,421010270001-1200-car,"40.048923848255306,-75.12963820454574",1141990513.420782,3.643973777105396,True,880819.9606879526,0.0,12160.0,2643,2.3143799961026037e-06
1760,421010270001-1800-car,"40.048923848255306,-75.12963820454574",3128829769.0115714,3.6233088386786623,True,944060.3934963488,0.0,12224.0,2852,9.115229049041474e-07
1761,421010270001-600-pt,"40.048923848255306,-75.12963820454574",2657162.1405771472,3.1842105263157894,False,3806.78446824524,0.0011748935966301045,17584.0,12,4.516096258015157e-06
1762,421010270001-1200-pt,"40.048923848255306,-75.12963820454574",17403191.477768503,3.3008130081300813,False,20187.283206713644,0.0,12576.0,109,6.2632190273399415e-06
1763,421010270001-1800-pt,"40.048923848255306,-75.12963820454574",60438432.945567206,3.284269662921348,False,75542.57335304377,0.0,11424.0,370,6.1219323858584135e-06
1800,421010271003-600-foot,"40.048300635391016,-75.12652950395905",1590151.2175846621,3.3,False,1473.9737167929638,0.008840884822457843,16128.0,1,6.288710085817725e-07
1801,421010271003-1200-foot,"40.048300635391016,-75.12652950395905",7759460.769858192,3.4836065573770494,False,13519.150951928135,0.0017267050985228932,13408.0,40,5.154997387883053e-06
1802,421010271003-1800-foot,"40.048300635391016,-75.12652950395905",18530173.13244044,3.3739837398373984,False,18285.43831277808,0.0,13280.0,88,4.74901121382077e-06
1803,421010271003-600-car,"40.048300635391016,-75.12652950395905",237771022.30947158,3.3916083916083917,True,374626.2523169559,0.0,11712.0,1203,5.059489538780852e-06
1804,421010271003-1200-car,"40.048300635391016,-75.12652950395905",1141164504.9635284,3.643859775410308,True,881702.4336793462,0.0,12160.0,2649,2.321312999552735e-06
1805,421010271003-1800-car,"40.048300635391016,-75.12652950395905",3123628195.681729,3.6231202362150654,True,944060.3934963488,0.0,12224.0,2852,9.130408042617741e-07
1806,421010271003-600-pt,"40.048300635391016,-75.12652950395905",2350271.953284702,3.2045454545454546,False,3160.921179416911,0.0011748935966301045,16720.0,10,4.2548267599518275e-06
1807,421010271003-1200-pt,"40.048300635391016,-75.12652950395905",17509085.39808165,3.3008130081300813,False,20187.283206713644,0.0,12576.0,111,6.339565858314993e-06
1808,421010271003-1800-pt,"40.048300635391016,-75.12652950395905",60491377.42202556,3.282511210762332,False,75542.57335304377,0.0,11440.0,370,6.116574225424713e-06
1845,421010271002-600-foot,"40.04739960630126,-75.12417059748412",1983891.570950724,3.3076923076923075,False,4859.668617742448,0.008827887012987503,13047.19,9,4.536538252283115e-06
1846,421010271002-1200-foot,"40.04739960630126,-75.12417059748412",8557778.280420968,3.403225806451613,False,13241.493090521202,0.002958662865142303,13440.0,41,4.790963104735071e-06
1847,421010271002-1800-foot,"40.04739960630126,-75.12417059748412",20519399.910744943,3.3167701863354035,False,26151.852700008894,0.0,13504.0,80,3.8987494930642766e-06
1848,421010271002-600-car,"40.04739960630126,-75.12417059748412",225989906.41720146,3.34242910647405,True,381891.1542133881,0.0,11808.0,1201,5.314396642931592e-06
1849,421010271002-1200-car,"40.04739960630126,-75.12417059748412",1095770521.1471286,3.6420226359985395,True,871323.906982876,0.0,12288.0,2567,2.342643783949112e-06
1850,421010271002-1800-car,"40.04739960630126,-75.12417059748412",3060965326.3754973,3.6233088386786623,True,944060.3934963488,0.0,12224.0,2852,9.317322138297678e-07
1851,421010271002-600-pt,"40.04739960630126,-75.12417059748412",2115826.8397424393,3.392857142857143,False,4796.090849297815,0.006056567618911025,13120.0,9,4.253656221269777e-06
1852,421010271002-1200-pt,"40.04739960630126,-75.12417059748412",14892362.910598239,3.247093023255814,False,27760.242657913503,0.0002076592926461115,13504.0,68,4.566098772116773e-06
1853,421010271002-1800-pt,"40.04739960630126,-75.12417059748412",56518776.7592115,3.2337526205450735,False,124990.1871889726,0.0,12096.0,396,7.00652106621291e-06
1890,421010272001-600-foot,"40.048249025585385,-75.11510104263",1647833.0306006803,3.8,False,5313.354261568146,0.00822302084519274,17872.0,5,3.0342880056102304e-06
1891,421010272001-1200-foot,"40.048249025585385,-75.11510104263",7589952.706190772,3.3333333333333335,False,6566.9985271038,0.003172061141960042,14112.0,20,2.6350625325618865e-06
1892,421010272001-1800-foot,"40.048249025585385,-75.11510104263",18863879.31210095,3.2669172932330826,False,30364.844510211373,0.0,13632.0,68,3.604772850533391e-06
1893,421010272001-600-car,"40.048249025585385,-75.11510104263",234144162.4303137,3.3321243523316064,False,414588.1442658215,0.0,12416.0,1230,5.253173887544919e-06
1894,421010272001-1200-car,"40.048249025585385,-75.11510104263",1142445818.402199,3.6381463628396142,True,865364.9060048559,0.0,12736.0,2461,2.1541502978599926e-06
1895,421010272001-1800-car,"40.048249025585385,-75.11510104263",3156179932.8179574,3.6229834557561613,True,944060.3934963488,0.0,12224.0,2852,9.036240204003914e-07
1896,421010272001-600-pt,"40.048249025585385,-75.11510104263",1162058.0777594678,3.6666666666666665,False,5313.354261568146,0.007765663269865194,18464.0,5,4.302710936479494e-06
1897,421010272001-1200-pt,"40.048249025585385,-75.11510104263",6157106.614104134,3.3191489361702127,False,7207.856185541424,0.0034234305773204405,14560.0,20,3.2482789812646476e-06
1898,421010272001-1800-pt,"40.048249025585385,-75.11510104263",22225396.795823436,3.2629310344827585,False,48862.59359457721,0.0,14016.0,99,4.4543636682609836e-06
1935,421010272003-600-foot,"40.04852024846517,-75.12077204911166",1948775.6105070324,3.5384615384615383,False,5313.354261568146,0.009621956418782118,16368.0,8,4.105141688384822e-06
1936,421010272003-1200-foot,"40.04852024846517,-75.12077204911166",7991515.302292993,3.4069767441860463,False,9435.489178759055,0.0033316727475615213,13520.0,31,3.879114138854895e-06
1937,421010272003-1800-foot,"40.04852024846517,-75.12077204911166",18836112.029564846,3.274074074074074,False,28152.643663306688,0.0,13728.0,61,3.238460246162022e-06
1938,421010272003-600-car,"40.04852024846517,-75.12077204911166",239490046.46153226,3.346715328467153,True,390034.1812477996,0.0,12032.0,1219,5.089981892820752e-06
1939,421010272003-1200-car,"40.04852024846517,-75.12077204911166",1140671749.70903,3.639268576414134,True,874045.0101033241,0.0,12352.0,2583,2.264455134142569e-06
1940,421010272003-1800-car,"40.04852024846517,-75.12077204911166",3132961721.1644425,3.6233088386786623,True,944060.3934963488,0.0,12224.0,2852,9.103207296576812e-07
1941,421010272003-600-pt,"40.04852024846517,-75.12077204911166",1493878.3263838373,3.0,False,5313.354261568146,0.009714717603095484,17312.0,6,4.016391358005659e-06
1942,421010272003-1200-pt,"40.04852024846517,-75.12077204911166",6978331.305186957,3.4875,False,8866.361888831885,0.0034761203188230895,13440.0,32,4.585623496582136e-06
1943,421010272003-1800-pt,"40.04852024846517,-75.12077204911166",20543428.538182486,3.2635869565217392,False,41690.8820486956,0.0,13632.0,75,3.6508024870631155e-06
1980,421010273002-600-foot,"40.03463148974448,-75.1206465338894",1504529.1671007753,3.347826086956522,False,2917.5454067222468,0.0,12768.0,7,4.652618342713147e-06
1981,421010273002-1200-foot,"40.03463148974448,-75.1206465338894",7612204.980793251,3.3333333333333335,False,19107.45984268823,0.0,12576.0,47,6.174295111414911e-06
1982,421010273002-1800-foot,"40.03463148974448,-75.1206465338894",19093981.31199363,3.2878048780487803,False,49520.56666588691,0.0,12144.0,130,6.808428157324227e-06
1983,421010273002-600-car,"40.03463148974448,-75.1206465338894",233348021.4956401,3.479536998759818,True,473114.18020383257,0.0,10848.0,1412,6.051047662413465e-06
1984,421010273002-1200-car,"40.03463148974448,-75.1206465338894",1157845729.0035162,3.6425539441103645,True,893330.4213317388,0.0,12224.0,2712,2.342280955109663e-06
1985,421010273002-1800-car,"40.03463148974448,-75.1206465338894",3216612732.7058487,3.6229750137287207,True,944060.3934963488,0.0,12224.0,2860,8.891340791261924e-07
1986,421010273002-600-pt,"40.03463148974448,-75.1206465338894",1394863.8230077468,3.3947368421052633,False,3893.929620711502,0.0,13504.0,6,4.301495171809812e-06
1987,421010273002-1200-pt,"40.03463148974448,-75.1206465338894",14486720.51484401,3.2958115183246073,False,38477.27102629553,0.0,12272.0,106,7.3170459726468595e-06
1988,421010273002-1800-pt,"40.03463148974448,-75.1206465338894",59089839.51506883,3.2324185248713553,True,152790.97488837416,0.0,10808.0,523,8.850929437143366e-06
2025,421010362022-600-foot,"40.08403324657354,-74.97814933437994",1602504.6707716198,3.5714285714285716,False,5919.690367466192,0.015036066733871086,21280.0,5,3.120115710859337e-06
2026,421010362022-1200-foot,"40.08403324657354,-74.97814933437994",7234859.642680105,3.34375,False,7594.693875333451,0.008397875911567858,22176.0,10,1.382196821208209e-06
2027,421010362022-1800-foot,"40.08403324657354,-74.97814933437994",15938239.436782077,3.0714285714285716,False,8380.75843760003,0.0018398510371679438,21904.0,28,1.7567812374170975e-06
2028,421010362022-600-car,"40.08403324657354,-74.97814933437994",215320547.13541198,3.3305263157894736,False,98165.95023017975,0.0,23712.0,127,5.898183043354963e-07
2029,421010362022-1200-car,"40.08403324657354,-74.97814933437994",1073717831.8786483,3.5475150191152376,True,593245.4517149477,0.0,14304.0,1068,9.946747351036873e-07
2030,421010362022-1800-car,"40.08403324657354,-74.97814933437994",3384984444.7300777,3.642241072065008,True,888288.4519656068,0.0,12096.0,2684,7.929135403202791e-07
2031,421010362022-600-pt,"40.08403324657354,-74.97814933437994",1321215.218517488,3.3333333333333335,False,5394.413268588631,0.015631927257379174,22752.0,2,1.5137579192012065e-06
2032,421010362022-1200-pt,"40.08403324657354,-74.97814933437994",8933045.435453655,3.197802197802198,False,7594.693875333451,0.006748251142355036,22176.0,23,2.5747098418101765e-06
2033,421010362022-1800-pt,"40.08403324657354,-74.97814933437994",22836544.821536545,3.233173076923077,False,15881.912054057098,0.0,22432.0,44,1.9267363055073355e-06
2070,421010362013-600-foot,"40.08105053721228,-74.99018085265018",1287506.1124637336,3.40625,False,2524.816194822335,0.007055411783311577,21952.0,2,1.5533906834608024e-06
2071,421010362013-1200-foot,"40.08105053721228,-74.99018085265018",6030227.071962883,3.359375,False,6882.4662548346805,0.00261011471919784,22016.0,7,1.160818641895926e-06
2072,421010362013-1800-foot,"40.08105053721228,-74.99018085265018",15121765.01104702,3.3219178082191783,False,7594.693875333451,0.0,22031.835,17,1.1242073916358875e-06
2073,421010362013-600-car,"40.08105053721228,-74.99018085265018",209862032.74389112,3.3289361702127658,False,124928.16624469195,0.0,23232.0,174,8.291161470466837e-07
2074,421010362013-1200-car,"40.08105053721228,-74.99018085265018",1015594522.0512742,3.5466394071045233,True,614119.7555090104,0.0,13664.0,1229,1.2101286225113683e-06
2075,421010362013-1800-car,"40.08105053721228,-74.99018085265018",3247422994.0662284,3.6413220219158715,True,892047.0214754989,0.0,12128.0,2706,8.332761099938229e-07
2076,421010362013-600-pt,"40.08105053721228,-74.99018085265018",889664.7241692572,3.392857142857143,False,2365.279366421737,0.007877972342804376,21952.0,2,2.248037879514152e-06
2077,421010362013-1200-pt,"40.08105053721228,-74.99018085265018",6294773.065342804,3.340909090909091,False,6173.268613620828,0.0028791455068626613,21984.0,14,2.224067469100664e-06
2078,421010362013-1800-pt,"40.08105053721228,-74.99018085265018",21372704.488927662,3.3224043715846996,False,15628.640452524307,0.0,22400.0,44,2.0587006208219756e-06
2115,421010362031-600-foot,"40.082512997707376,-74.97197118459746",1665625.8753311506,3.3125,False,2023.805639877437,0.018412606710395227,20960.0,4,2.401499676033036e-06
2116,421010362031-1200-foot,"40.082512997707376,-74.97197118459746",6477412.139178824,3.0273972602739727,False,6290.785346277131,0.01176523846687721,22400.0,10,1.5438264209736937e-06
2117,421010362031-1800-foot,"40.082512997707376,-74.97197118459746",13684511.694616457,3.028,False,7594.693875333451,0.006169863715766823,22112.0,24,1.753807555255457e-06
2118,421010362031-600-car,"40.082512997707376,-74.97197118459746",247856534.96384767,3.356798457087753,False,116093.1781697736,0.0,23072.0,156,6.293963563347407e-07
2119,421010362031-1200-car,"40.082512997707376,-74.97197118459746",1235127346.5359445,3.585966892400301,True,609286.942929124,0.0,13998.305,1161,9.399840455772896e-07
2120,421010362031-1800-car,"40.082512997707376,-74.97197118459746",3635796010.4024496,3.636129532947651,True,908161.2479019014,0.0,12032.0,2783,7.654444836942178e-07
2121,421010362031-600-pt,"40.082512997707376,-74.97197118459746",1271097.6377304154,3.1666666666666665,False,1421.425261712623,0.01864948894338525,21344.0,4,3.146886502867022e-06
2122,421010362031-1200-pt,"40.082512997707376,-74.97197118459746",6253843.897389471,2.985074626865672,False,6290.785346277131,0.006748251142355036,22336.0,15,2.3985248506540786e-06
2123,421010362031-1800-pt,"40.082512997707376,-74.97197118459746",16656640.244262932,3.1346153846153846,False,10811.741654399153,0.0,22400.0,32,1.9211557391366366e-06
2160,421010362021-600-foot,"40.09052104618473,-74.98010221571094",1623511.6058263918,3.857142857142857,False,3265.974554928514,0.019638106845699152,21600.0,5,3.079743921790399e-06
2161,421010362021-1200-foot,"40.09052104618473,-74.98010221571094",8079195.500084482,3.298076923076923,False,7338.863665160908,0.011786263840751982,21856.0,16,1.9803952014569632e-06
2162,421010362021-1800-foot,"40.09052104618473,-74.98010221571094",18719563.588502374,3.140151515151515,False,17302.969621433585,0.003964869436307084,22368.0,30,1.6026014633389271e-06
2163,421010362021-600-car,"40.09052104618473,-74.98010221571094",244473521.98701954,3.3403193612774453,False,105181.70950692927,0.0,23552.0,138,5.644783078280648e-07
2164,421010362021-1200-car,"40.09052104618473,-74.98010221571094",1138662298.8972523,3.534569277948146,False,598564.2906249854,0.0,14144.0,1115,9.792192128252878e-07
2165,421010362021-1800-car,"40.09052104618473,-74.98010221571094",3547793353.1986055,3.6425421438224626,True,887709.0433604161,0.0,12160.0,2660,7.497618195833778e-07
2166,421010362021-600-pt,"40.09052104618473,-74.98010221571094",1089473.2303855307,3.857142857142857,False,3265.974554928514,0.020469528944249617,21600.0,1,9.178747784799917e-07
2167,421010362021-1200-pt,"40.09052104618473,-74.98010221571094",7046979.9688548595,3.3333333333333335,False,7594.693875333451,0.006748251142355036,22064.0,18,2.5542856769216866e-06
2168,421010362021-1800-pt,"40.09052104618473,-74.98010221571094",23058599.185905553,3.321243523316062,False,22039.042854058887,0.0,22464.0,45,1.9515495992274333e-06
2205,421010362023-600-foot,"40.07734667083414,-74.98079948739013",1338403.8178498528,5.0,False,2563.272681829099,0.007932583341808108,24256.0,1,7.471586576960764e-07
2206,421010362023-1200-foot,"40.07734667083414,-74.98079948739013",6560424.669976283,3.25,False,7594.693875333451,0.003604471592356337,22176.0,8,1.2194332535532217e-06
2207,421010362023-1800-foot,"40.07734667083414,-74.98079948739013",14143244.52004289,3.190909090909091,False,7594.693875333451,0.0,22176.0,20,1.414102681436165e-06
2208,421010362023-600-car,"40.07734667083414,-74.98079948739013",213859739.14503333,3.3446215139442232,False,103651.3277936266,0.0,23248.0,134,6.265788994960158e-07
2209,421010362023-1200-car,"40.07734667083414,-74.98079948739013",1024250733.6846477,3.510752688172043,False,583393.1457635801,0.0,14416.0,1058,1.0329501997952614e-06
2210,421010362023-1800-car,"40.07734667083414,-74.98079948739013",3303176864.837911,3.6426989569938564,True,881046.2542575136,0.0,12192.0,2620,7.931758144378275e-07
2211,421010362023-600-pt,"40.07734667083414,-74.98079948739013",1437965.0799542766,3.5714285714285716,False,2391.237648140962,0.008365504449544724,24256.0,1,6.954271796584916e-07
2212,421010362023-1200-pt,"40.07734667083414,-74.98079948739013",8404700.713165998,3.0285714285714285,False,7435.157046932853,0.0039840014177641376,22144.0,17,2.0226776157977203e-06
2213,421010362023-1800-pt,"40.07734667083414,-74.98079948739013",17738265.998478636,3.128834355828221,False,10811.741654399153,0.0,22400.0,34,1.916760071300999e-06
2250,421010292001-600-foot,"40.02671916780435,-75.10891759152517",1370618.3834254534,3.0,False,5277.161031089769,0.00525005076156622,11584.0,13,9.48476990911968e-06
2251,421010292001-1200-foot,"40.02671916780435,-75.10891759152517",7525288.883874889,3.018292682926829,False,22967.691755583466,0.0,11328.0,48,6.378492671936343e-06
2252,421010292001-1800-foot,"40.02671916780435,-75.10891759152517",19317838.27288113,3.276536312849162,False,57255.56953541038,0.0,12064.0,125,6.4707033071851605e-06
2253,421010292001-600-car,"40.02671916780435,-75.10891759152517",257932564.60080868,3.516606379480434,True,560018.72349537,0.0,11008.0,1522,5.900767134058993e-06
2254,421010292001-1200-car,"40.02671916780435,-75.10891759152517",1258889273.412386,3.6387638869357333,True,897574.744287756,0.0,12288.0,2723,2.163017874176454e-06
2255,421010292001-1800-car,"40.02671916780435,-75.10891759152517",3430493892.025409,3.6228804832841353,True,944060.3934963488,0.0,12224.0,2860,8.33699196097801e-07
2256,421010292001-600-pt,"40.02671916780435,-75.10891759152517",1212193.6172403009,2.9285714285714284,False,6639.085328084272,0.00209520841540672,11584.0,11,9.074457944303299e-06
2257,421010292001-1200-pt,"40.02671916780435,-75.10891759152517",15634250.478291418,3.2672413793103448,False,61339.19029893281,0.0,11728.0,159,1.016997906108616e-05
2258,421010292001-1800-pt,"40.02671916780435,-75.10891759152517",62186509.40845781,3.2336874051593325,False,240419.69227971582,0.0,11008.0,583,9.37502370764531e-06
2295,421010348031-600-foot,"40.05996741231832,-75.00059247142461",1238910.6799669063,3.1923076923076925,False,6706.307198152528,0.0013890648513846802,25600.0,1,8.07160690572715e-07
2296,421010348031-1200-foot,"40.05996741231832,-75.00059247142461",6270163.599371585,3.2954545454545454,False,17054.437010758887,0.0,23472.0,10,1.5948547181451902e-06
2297,421010348031-1800-foot,"40.05996741231832,-75.00059247142461",14533218.510089407,3.466666666666667,False,18920.885481259305,0.0,23200.0,26,1.7890049600472188e-06
2298,421010348031-600-car,"40.05996741231832,-75.00059247142461",194843862.40112892,3.351288830138797,False,190492.9558937552,0.0,20864.0,340,1.744986964485621e-06
2299,421010348031-1200-car,"40.05996741231832,-75.00059247142461",1055484003.2740881,3.6330420587670442,True,717774.4618635313,0.0,13184.0,1725,1.6343213110280098e-06
2300,421010348031-1800-car,"40.05996741231832,-75.00059247142461",3104789898.4020033,3.6276257600884465,True,944060.3934963488,0.0,12224.0,2849,9.176144258477344e-07
2301,421010348031-600-pt,"40.05996741231832,-75.00059247142461",842836.2567377249,3.3076923076923075,False,7400.018716810768,0.002473330789596526,26912.0,0,0.0
2302,421010348031-1200-pt,"40.05996741231832,-75.00059247142461",6499697.213116477,3.319672131147541,False,17054.437010758887,0.0,23296.0,9,1.3846798866011602e-06
2303,421010348031-1800-pt,"40.05996741231832,-75.00059247142461",20602166.120875858,3.3636363636363638,False,32694.03407444701,0.0,22176.0,47,2.2813135145229037e-06
2340,421010050001-600-foot,"39.88979993037904,-75.16933500017923",1589379.578790236,3.9444444444444446,False,0.0,0.020476172185706576,,0,0.0
2341,421010050001-1200-foot,"39.88979993037904,-75.16933500017923",4295737.090242997,3.736842105263158,False,0.0,0.013729298842433133,,0,0.0
2342,421010050001-1800-foot,"39.88979993037904,-75.16933500017923",7563246.149730899,3.4722222222222223,False,680.4182286461132,0.007670776809225471,,0,0.0
2343,421010050001-600-car,"39.88979993037904,-75.16933500017923",110204804.29991354,3.7752720079129576,True,109132.7155031838,0.0,11712.0,363,3.2938672892347287e-06
2344,421010050001-1200-car,"39.88979993037904,-75.16933500017923",1005133660.0422639,3.6691716481639625,True,643640.3764751729,0.0,9216.0,2074,2.0634071690652487e-06
2345,421010050001-1800-car,"39.88979993037904,-75.16933500017923",3219434565.566611,3.6223776223776225,True,924725.6969733537,0.0,12096.0,2844,8.833849367270692e-07
2346,421010050001-600-pt,"39.88979993037904,-75.16933500017923",1045419.1940535139,4.0,False,0.0,0.020838098669823994,,0,0.0
2347,421010050001-1200-pt,"39.88979993037904,-75.16933500017923",2445112.647929444,3.736842105263158,False,0.0,0.014596910766444583,,0,0.0
2348,421010050001-1800-pt,"39.88979993037904,-75.16933500017923",4140948.3542538458,3.4054054054054053,False,680.4182286461132,0.007153536615751848,,0,0.0
2385,421010038001-600-foot,"39.92042497249849,-75.17873171396161",2338576.1669862433,3.767605633802817,False,458.649275114114,0.0,14176.0,26,1.1117876067943759e-05
2386,421010038001-1200-foot,"39.92042497249849,-75.17873171396161",9307586.240283573,3.7798672566371683,False,11915.209572289554,0.0,11600.0,97,1.0421606364513761e-05
2387,421010038001-1800-foot,"39.92042497249849,-75.17873171396161",21700711.555373717,3.867313915857605,True,41097.97790565141,0.0,9568.0,190,8.755473271702493e-06
2388,421010038001-600-car,"39.92042497249849,-75.17873171396161",209157715.06102657,3.6955021033329736,True,214054.4073392592,0.0,11360.0,839,4.011327049328314e-06
2389,421010038001-1200-car,"39.92042497249849,-75.17873171396161",1327087211.6493173,3.656506353546727,True,715900.1601509637,0.0,9792.0,2372,1.7873731124664027e-06
2390,421010038001-1800-car,"39.92042497249849,-75.17873171396161",3756017147.7599993,3.622668232693105,True,928205.710990596,0.0,12128.0,2846,7.577175204584163e-07
2391,421010038001-600-pt,"39.92042497249849,-75.17873171396161",2441553.915310852,3.675324675324675,False,3289.0807786534206,0.0,15000.0,23,9.420230229514182e-06
2392,421010038001-1200-pt,"39.92042497249849,-75.17873171396161",14681138.05564202,3.765734265734266,True,29488.940861236526,0.0,11360.0,147,1.0012847739927581e-05
2393,421010038001-1800-pt,"39.92042497249849,-75.17873171396161",41462328.911194034,3.7248546198578505,True,98175.23180752945,0.0,10816.0,399,9.62319316058191e-06
2430,421010038003-600-foot,"39.92282361898538,-75.1781066844484",2352824.152038344,3.8895705521472395,False,2896.552598420507,0.000738626503687488,11776.0,42,1.7850887820755217e-05
2431,421010038003-1200-foot,"39.92282361898538,-75.1781066844484",9533875.175817126,3.8027027027027027,False,14769.211705802394,0.0,10438.345000000001,121,1.2691586345384407e-05
2432,421010038003-1800-foot,"39.92282361898538,-75.1781066844484",21676262.951180447,3.880434782608696,True,45839.73600644575,0.0,9600.0,216,9.964817297450115e-06
2433,421010038003-600-car,"39.92282361898538,-75.1781066844484",190978179.35944808,3.699957251255744,True,208953.9513716504,0.0,11744.0,765,4.005693229278102e-06
2434,421010038003-1200-car,"39.92282361898538,-75.1781066844484",1258709537.0338192,3.6533764367816093,True,732337.1970719735,0.0,9920.0,2413,1.9170427560962917e-06
2435,421010038003-1800-car,"39.92282361898538,-75.1781066844484",3639947088.461115,3.622594661700807,True,933899.8171699004,0.0,12160.0,2848,7.824289559121224e-07
2436,421010038003-600-pt,"39.92282361898538,-75.1781066844484",2558966.7191783423,3.9574468085106385,False,4721.56108165774,0.000967109590986686,11360.0,45,1.758522284121344e-05
2437,421010038003-1200-pt,"39.92282361898538,-75.1781066844484",13953394.32813458,3.821361058601134,False,36241.153515579,0.0,10656.0,179,1.2828419794535427e-05
2438,421010038003-1800-pt,"39.92282361898538,-75.1781066844484",34829149.72148002,3.7303252885624345,True,85357.49774208303,0.0,11296.0,313,8.986725271876647e-06
2475,421010038004-600-foot,"39.921496833501976,-75.18108653149933",2269624.0292453305,3.4956896551724137,False,3574.23221777503,0.0009260533277465085,12992.0,24,1.0574438625405374e-05
2476,421010038004-1200-foot,"39.921496833501976,-75.18108653149933",9163468.107453734,3.724543080939948,False,12245.243106927039,0.0,11264.0,93,1.0148995872463624e-05
2477,421010038004-1800-foot,"39.921496833501976,-75.18108653149933",20741660.186175536,3.890570430733411,True,41058.74002582414,0.0,9389.76,198,9.546005393144393e-06
2478,421010038004-600-car,"39.921496833501976,-75.18108653149933",192909572.01339865,3.6962280606126674,True,213637.88395447202,0.0,11360.0,836,4.333636694512677e-06
2479,421010038004-1200-car,"39.921496833501976,-75.18108653149933",1231929743.5954766,3.6585218093699514,True,710149.5575170267,0.0,9728.0,2355,1.9116349875007977e-06
2480,421010038004-1800-car,"39.921496833501976,-75.18108653149933",3611907812.3295965,3.6228646517739818,True,926314.1589003641,0.0,12128.0,2845,7.87672373665883e-07
2481,421010038004-600-pt,"39.921496833501976,-75.18108653149933",1992216.9313331686,3.53125,False,3669.045604560767,0.0010564066341155782,13104.0,22,1.1042974112903384e-05
2482,421010038004-1200-pt,"39.921496833501976,-75.18108653149933",12736229.929867398,3.770734597156398,True,28163.497195549666,0.0,11200.0,149,1.1698909396302906e-05
2483,421010038004-1800-pt,"39.921496833501976,-75.18108653149933",40349330.40893048,3.7258378378378376,True,98175.23180752945,0.0,10816.0,399,9.888639934200487e-06
2520,421010362032-600-foot,"40.07874333604241,-74.96878492272876",915537.7782409952,5.0,False,0.0,0.015538776695680668,21728.0,4,4.369016871903551e-06
2521,421010362032-1200-foot,"40.07874333604241,-74.96878492272876",4993595.816127778,3.0795454545454546,False,4896.544451346894,0.008756893106022574,22704.0,10,2.002564958842499e-06
2522,421010362032-1800-foot,"40.07874333604241,-74.96878492272876",10991246.932788745,2.984848484848485,False,7594.693875333451,0.003964869436307084,22176.0,13,1.1827593429112038e-06
2523,421010362032-600-car,"40.07874333604241,-74.96878492272876",190661549.72205326,3.3289902280130295,False,101371.36110695431,0.0,23232.0,122,6.398773123256986e-07
