,isochrone,center,area_m2,avg_stars,choice,no_truck_length,distance_pool,avg_housing_price,foreclosure_count,foreclosure_over_area
34832,421010197001-1800-foot,"40.01708660160103,-75.13590795657696",20897940.898006033,3.25,False,45207.510509067404,0.0,6272.0,173,8.278327556018053e-06
34833,421010197001-600-car,"40.01708660160103,-75.13590795657696",256615757.47590807,3.566544221531506,True,515527.56651741586,0.0,9952.0,1544,6.016777828403448e-06
34834,421010197001-1200-car,"40.01708660160103,-75.13590795657696",1264598742.5501685,3.637232255354893,True,907943.6651870486,0.0,12160.0,2775,2.194371943154065e-06
34835,421010197001-1800-car,"40.01708660160103,-75.13590795657696",3472603357.62714,3.6228804832841353,True,944060.3934963488,0.0,12224.0,2860,8.23589597043488e-07
34836,421010197001-600-pt,"40.01708660160103,-75.13590795657696",1848037.7271106679,3.1315789473684212,False,11081.14109950841,0.0010135171504836984,5696.0,25,1.3527862355432801e-05
34837,421010197001-1200-pt,"40.01708660160103,-75.13590795657696",15374478.616543772,3.3421052631578947,True,44370.09612126581,0.0,5426.0,123,8.000271298152857e-06
34838,421010197001-1800-pt,"40.01708660160103,-75.13590795657696",58590024.11474712,3.3253968253968256,True,200698.6263912802,0.0,7264.0,547,9.336060332194334e-06
34875,421010201011-600-foot,"40.00574634413248,-75.15517477186917",2383156.1212281166,3.2222222222222223,False,6086.346095757485,0.004676996937056673,5856.0,31,1.3007960210355295e-05
34876,421010201011-1200-foot,"40.00574634413248,-75.15517477186917",9536112.555428267,3.006666666666667,False,13973.042007542119,0.0,4928.0,79,8.28429819182772e-06
34877,421010201011-1800-foot,"40.00574634413248,-75.15517477186917",22146100.067591544,3.100609756097561,True,31783.698994895247,0.0,3840.0,207,9.34701818235358e-06
34878,421010201011-600-car,"40.00574634413248,-75.15517477186917",238502160.6138592,3.6344349530878026,True,495201.0357029718,0.0,9600.0,1464,6.138309171841221e-06
34879,421010201011-1200-car,"40.00574634413248,-75.15517477186917",1208265782.5274317,3.6408696270993453,True,882870.8582093747,0.0,11840.0,2780,2.300818280382681e-06
34880,421010201011-1800-car,"40.00574634413248,-75.15517477186917",3464637920.9201207,3.6228804832841353,True,944060.3934963488,0.0,12224.0,2860,8.25483085182089e-07
34881,421010201011-600-pt,"40.00574634413248,-75.15517477186917",2607006.0888702576,3.265625,False,6755.873412553758,0.005098690548073325,6144.0,32,1.2274616517626606e-05
34882,421010201011-1200-pt,"40.00574634413248,-75.15517477186917",22604090.500241186,3.07085020242915,True,43635.041943447846,0.0,5792.0,231,1.0219389273704032e-05
34883,421010201011-1800-pt,"40.00574634413248,-75.15517477186917",80744925.7948826,3.4997629208155523,True,216293.79507685377,0.0,7168.0,732,9.06558514722658e-06
34920,421010373002-600-foot,"39.91074565147554,-75.18545229192",1432374.1655916448,3.1944444444444446,False,1218.87021540846,0.000720490476445368,13024.0,1,6.981416057493247e-07
34921,421010373002-1200-foot,"39.91074565147554,-75.18545229192",5827763.726278186,3.5707547169811322,False,6111.585000581162,0.0,17744.0,9,1.5443316549395724e-06
34922,421010373002-1800-foot,"39.91074565147554,-75.18545229192",15422939.822767833,3.696524064171123,False,12966.995461845074,0.0,13024.0,67,4.344178267563002e-06
34923,421010373002-600-car,"39.91074565147554,-75.18545229192",226767570.44918385,3.691708683473389,True,195723.0849761676,0.0,11680.0,744,3.280892406821117e-06
34924,421010373002-1200-car,"39.91074565147554,-75.18545229192",1401491899.0885594,3.661865513301779,True,683635.7141224253,0.0,9568.0,2248,1.6040049902978072e-06
34925,421010373002-1800-car,"39.91074565147554,-75.18545229192",3906419244.6444774,3.6227257004496716,True,925176.345711322,0.0,12096.0,2844,7.280324568078539e-07
34926,421010373002-600-pt,"39.91074565147554,-75.18545229192",1174382.333023432,3.64,False,3587.6896943647944,0.0,18080.0,2,1.703022894470003e-06
34927,421010373002-1200-pt,"39.91074565147554,-75.18545229192",10939542.779886154,3.805019305019305,False,21116.03639276871,0.0,12736.0,63,5.75892441463222e-06
34928,421010373002-1800-pt,"39.91074565147554,-75.18545229192",31259000.823438108,3.7256209751609934,True,64615.236235567325,0.0,11584.0,242,7.74177016619634e-06
34965,421010357012-600-foot,"40.11274704667164,-75.026696597961",1735304.9348681562,3.4310344827586206,False,827.827220585116,0.00790296381049849,24032.0,2,1.1525351883771106e-06
34966,421010357012-1200-foot,"40.11274704667164,-75.026696597961",7217417.003133413,3.4423076923076925,False,2227.2214163648127,0.0009576427713651899,25920.0,7,9.698760646587244e-07
34967,421010357012-1800-foot,"40.11274704667164,-75.026696597961",14328645.294678843,3.5681818181818183,False,9224.985233514724,0.0,26144.0,10,6.979026833551146e-07
34968,421010357012-600-car,"40.11274704667164,-75.026696597961",217466220.24393374,3.3189897100093546,False,104338.85554893372,0.0,24032.0,136,6.253844843003554e-07
34969,421010357012-1200-car,"40.11274704667164,-75.026696597961",1085212319.1181073,3.370357142857143,False,575747.7645001666,0.0,13952.0,1303,1.2006867016206347e-06
34970,421010357012-1800-car,"40.11274704667164,-75.026696597961",3071330029.6950197,3.6434985632183907,True,867794.6862187425,0.0,12576.0,2474,8.055142156916514e-07
34971,421010357012-600-pt,"40.11274704667164,-75.026696597961",1179445.1295423524,3.5,False,827.827220585116,0.008160242710371416,23744.0,1,8.478563139160356e-07
34972,421010357012-1200-pt,"40.11274704667164,-75.026696597961",5841331.593129431,3.472826086956522,False,2227.2214163648127,0.0016212913336439868,25854.0,9,1.5407445813529558e-06
34973,421010357012-1800-pt,"40.11274704667164,-75.026696597961",15034526.85479212,3.4887892376681613,False,16252.162513282698,0.0,26224.0,14,9.31189929368321e-07
35010,421010042022-600-foot,"39.915523078071736,-75.15260707732723",2073842.3466382236,3.4411764705882355,False,10761.815908277014,0.0,8576.0,10,4.821967309236585e-06
35011,421010042022-1200-foot,"39.915523078071736,-75.15260707732723",8140723.175350017,3.6296296296296298,False,21291.016985198727,0.0,10304.0,39,4.790729172328497e-06
35012,421010042022-1800-foot,"39.915523078071736,-75.15260707732723",16658658.310328066,3.818489289740699,False,37146.64203111275,0.0,11456.0,79,4.742278671447474e-06
35013,421010042022-600-car,"39.915523078071736,-75.15260707732723",239571940.97144946,3.719227173574322,True,227576.41692898702,0.0,11522.0,704,2.938574513965715e-06
35014,421010042022-1200-car,"39.915523078071736,-75.15260707732723",1473011690.351792,3.6448040885860307,True,802062.5758598847,0.0,10560.3,2569,1.7440459005362398e-06
35015,421010042022-1800-car,"39.915523078071736,-75.15260707732723",3999011063.612566,3.6226473416678115,True,944060.3934963488,0.0,12224.0,2860,7.151768160942212e-07
35016,421010042022-600-pt,"39.915523078071736,-75.15260707732723",1906657.8928393635,3.331578947368421,False,10459.79284736486,0.0,8608.0,9,4.720301441491083e-06
35017,421010042022-1200-pt,"39.915523078071736,-75.15260707732723",10701758.38213673,3.7740963855421685,False,36956.33048603399,0.0,11344.0,70,6.54098116407144e-06
35018,421010042022-1800-pt,"39.915523078071736,-75.15260707732723",30130411.704632074,3.8083418628454453,True,83812.16307844668,0.0,12320.0,241,7.998563124942302e-06
35055,421010042012-600-foot,"39.92092746435838,-75.15276005791524",2388971.599452895,3.767716535433071,False,12775.028872176134,0.0,7872.0,24,1.0046163799308583e-05
35056,421010042012-1200-foot,"39.92092746435838,-75.15276005791524",9524266.112221548,3.716757741347905,False,27568.401800016665,0.0,10368.0,60,6.299697981244763e-06
35057,421010042012-1800-foot,"39.92092746435838,-75.15276005791524",18927203.48347585,3.902707808564232,False,57517.79538775446,0.0,11712.0,121,6.392914838456589e-06
35058,421010042012-600-car,"39.92092746435838,-75.15276005791524",160435895.12010303,3.7295090889300098,True,199186.31107508598,0.0,11840.0,586,3.652549197679969e-06
35059,421010042012-1200-car,"39.92092746435838,-75.15276005791524",1271541188.0463595,3.6450435052827843,True,798550.5768074142,0.0,10528.0,2553,2.007799687497751e-06
35060,421010042012-1800-car,"39.92092746435838,-75.15276005791524",3669228436.321085,3.6227413260048094,True,944060.3934963488,0.0,12224.0,2860,7.794554222052062e-07
35061,421010042012-600-pt,"39.92092746435838,-75.15276005791524",2883413.4835280646,3.6073446327683616,False,20345.114079751067,0.0,8352.0,22,7.629845710883412e-06
35062,421010042012-1200-pt,"39.92092746435838,-75.15276005791524",13295029.807061475,3.840180078784468,False,57909.72358137076,0.0,11840.0,93,6.995095261133173e-06
35063,421010042012-1800-pt,"39.92092746435838,-75.15276005791524",34436074.3474837,3.7718563988095237,True,103000.67742880294,0.0,12384.0,278,8.07292948652592e-06
35100,421010042011-600-foot,"39.92286646788935,-75.14842114557285",2158931.83633683,3.6178861788617884,False,12812.696789523021,0.0,9600.0,17,7.87426435326683e-06
35101,421010042011-1200-foot,"39.92286646788935,-75.14842114557285",8636090.389368115,3.668112798264642,False,29096.32427757748,0.0,9440.0,49,5.673863726614518e-06
35102,421010042011-1800-foot,"39.92286646788935,-75.14842114557285",17121767.595976856,3.884071933204881,False,57704.89021839537,0.0,11520.0,105,6.132544400653593e-06
35103,421010042011-600-car,"39.92286646788935,-75.14842114557285",150859618.79518136,3.737149028077754,True,219225.91631298952,0.0,11776.0,565,3.7452036834793246e-06
35104,421010042011-1200-car,"39.92286646788935,-75.14842114557285",1229993784.8469694,3.642791020597084,True,806181.8065269139,0.0,10656.0,2588,2.104075672481539e-06
35105,421010042011-1800-car,"39.92286646788935,-75.14842114557285",3590131635.8023067,3.622716032422036,True,944060.3934963488,0.0,12224.0,2860,7.96628171368112e-07
35106,421010042011-600-pt,"39.92286646788935,-75.14842114557285",1990804.5004961784,3.590909090909091,False,14184.104098678237,0.0006817144858084903,10048.0,15,7.5346424002263775e-06
35107,421010042011-1200-pt,"39.92286646788935,-75.14842114557285",10805908.409415377,3.8230466185160865,False,51953.45257069799,0.0,11120.0,79,7.310815250957144e-06
35108,421010042011-1800-pt,"39.92286646788935,-75.14842114557285",30501634.12581182,3.781326549839834,True,99683.99670490951,0.0,12352.0,267,8.75362935961693e-06
35145,421010042021-600-foot,"39.91722586975619,-75.1489112903678",1990307.5081902773,3.4521739130434783,False,8664.3612165395,0.0,9376.0,9,4.521914308700675e-06
35146,421010042021-1200-foot,"39.91722586975619,-75.1489112903678",7961092.620981672,3.5045180722891565,False,22174.910045808418,0.0,9440.0,33,4.145159662258874e-06
35147,421010042021-1800-foot,"39.91722586975619,-75.1489112903678",15810304.675179537,3.7918263090676882,False,40099.95871835701,0.0,11312.0,74,4.680491712229428e-06
35148,421010042021-600-car,"39.91722586975619,-75.1489112903678",190289999.34942257,3.7238540275923455,True,177392.81400920352,0.0,12096.825,543,2.8535393444555587e-06
35149,421010042021-1200-car,"39.91722586975619,-75.1489112903678",1322941057.8915498,3.649605367008682,True,771405.8872426568,0.0,10304.0,2457,1.8572255999945058e-06
35150,421010042021-1800-car,"39.91722586975619,-75.1489112903678",3739121495.28292,3.622679774508456,True,942753.9572759056,0.0,12224.0,2858,7.643506646161413e-07
35151,421010042021-600-pt,"39.91722586975619,-75.1489112903678",1354011.6842428127,3.3271604938271606,False,7461.720837636163,0.0,9376.0,7,5.169822447961019e-06
35152,421010042021-1200-pt,"39.91722586975619,-75.1489112903678",9482085.484492507,3.7284671532846714,False,33648.388284951354,0.0,11392.0,64,6.749570029153282e-06
35153,421010042021-1800-pt,"39.91722586975619,-75.1489112903678",29111819.81328951,3.804895302773062,True,83812.16307844668,0.0,12192.0,235,8.07232256544549e-06
35190,421010042023-600-foot,"39.91780878481504,-75.15343045963398",2283823.1717996113,3.5491803278688523,False,11015.506144979901,0.0,8064.0,20,8.757245415038136e-06
35191,421010042023-1200-foot,"39.91780878481504,-75.15343045963398",8696700.986287246,3.717289719626168,False,25233.1573391038,0.0,10304.0,51,5.864292687585281e-06
35192,421010042023-1800-foot,"39.91780878481504,-75.15343045963398",18166151.33335758,3.870433305012744,False,47352.342327263184,0.0,11712.0,95,5.229506143414997e-06
35193,421010042023-600-car,"39.91780878481504,-75.15343045963398",200730934.73686135,3.720230404823428,True,190516.40709833743,0.0,11956.92,603,3.0040212824718527e-06
35194,421010042023-1200-car,"39.91780878481504,-75.15343045963398",1360687738.6474886,3.648577697672596,True,779069.011965024,0.0,10368.0,2483,1.8248125043502485e-06
35195,421010042023-1800-car,"39.91780878481504,-75.15343045963398",3805354402.0642548,3.622783505154639,True,943056.8767825246,0.0,12224.0,2859,7.51309785613951e-07
35196,421010042023-600-pt,"39.91780878481504,-75.15343045963398",2089761.318291192,3.551282051282051,False,12252.565951616372,0.0,8352.0,19,9.091947407437129e-06
35197,421010042023-1200-pt,"39.91780878481504,-75.15343045963398",9823675.110532263,3.8054123711340204,False,32750.83592589508,0.0,11264.0,67,6.820258126021212e-06
35198,421010042023-1800-pt,"39.91780878481504,-75.15343045963398",27775602.140800137,3.808809746954077,True,77758.19982224707,0.0,11840.0,223,8.028628825743109e-06
35235,421010372003-600-foot,"39.91478615286654,-75.16599577471541",2118869.411694993,3.958904109589041,False,7524.893466886851,0.004250196249792432,12736.0,14,6.607297232537176e-06
35236,421010372003-1200-foot,"39.91478615286654,-75.16599577471541",8988442.082904575,3.8370044052863435,False,15693.874161053083,0.0,12192.0,44,4.895175336745519e-06
35237,421010372003-1800-foot,"39.91478615286654,-75.16599577471541",19235589.535651337,3.8269589552238807,False,36252.541465548195,0.0,11360.0,111,5.770553576965865e-06
35238,421010372003-600-car,"39.91478615286654,-75.16599577471541",247076906.9790512,3.706378492356352,True,224730.4331345982,0.0,11744.0,739,2.9909715522813195e-06
35239,421010372003-1200-car,"39.91478615286654,-75.16599577471541",1489753735.9894252,3.650775529485867,True,759015.7146536983,0.0,10272.0,2443,1.6398683493667985e-06
35240,421010372003-1800-car,"39.91478615286654,-75.16599577471541",4007959359.9528656,3.6231684666712525,True,941420.6497355639,0.0,12213.585,2857,7.12831579218807e-07
35241,421010372003-600-pt,"39.91478615286654,-75.16599577471541",1969990.9902233635,3.706896551724138,False,8657.331992592855,0.0006667424215780504,12736.0,14,7.106631486884434e-06
35242,421010372003-1200-pt,"39.91478615286654,-75.16599577471541",14195070.368732823,3.8449131513647643,False,38999.69616829052,0.0,11616.0,90,6.340229224804765e-06
35243,421010372003-1800-pt,"39.91478615286654,-75.16599577471541",34406139.22942295,3.743679245283019,True,93002.5865075635,0.0,12096.0,266,7.731178387272406e-06
35280,421010037012-600-foot,"39.92623767960289,-75.1774915523927",2343874.710796846,3.967857142857143,False,1813.502263204387,0.003434154012023417,7904.0,61,2.6025281862980576e-05
35281,421010037012-1200-foot,"39.92623767960289,-75.1774915523927",9695229.61389823,3.9226190476190474,False,20714.328180745062,0.0,9600.0,140,1.4440091217572431e-05
35282,421010037012-1800-foot,"39.92623767960289,-75.1774915523927",21567922.16333116,3.902303120356612,False,57530.31736470041,0.0,9632.0,241,1.117400175014252e-05
35283,421010037012-600-car,"39.92623767960289,-75.1774915523927",196089768.29361817,3.700460347353003,True,223920.57076317526,0.0,11168.0,858,4.375547013321265e-06
35284,421010037012-1200-car,"39.92623767960289,-75.1774915523927",1251215055.2145321,3.651796288985393,True,747801.3724708735,0.0,10144.0,2476,1.978876444685576e-06
35285,421010037012-1800-car,"39.92623767960289,-75.1774915523927",3632591434.6036816,3.6230626162430255,True,936316.1494188869,0.0,12160.0,2849,7.842885860657842e-07
35286,421010037012-600-pt,"39.92623767960289,-75.1774915523927",2207419.792082331,4.0346153846153845,False,3200.904112900619,0.00379135733815982,7904.0,54,2.4462949998767583e-05
35287,421010037012-1200-pt,"39.92623767960289,-75.1774915523927",11416778.640851498,3.86444212721585,False,29904.55126985334,0.0,10352.5,164,1.4364822614075697e-05
35288,421010037012-1800-pt,"39.92623767960289,-75.1774915523927",32446015.35453378,3.7335449735449737,True,83349.11155409558,0.0,11360.0,309,9.523511488963851e-06
35325,421010040022-600-foot,"39.91740906161291,-75.16581578928863",2409314.373276169,3.9703389830508473,False,4817.023414292445,0.0023764008509864205,12672.0,20,8.30111679149788e-06
35326,421010040022-1200-foot,"39.91740906161291,-75.16581578928863",9771927.419790925,3.9229671897289586,False,19023.185426561773,0.0,11904.0,63,6.447039288524301e-06
35327,421010040022-1800-foot,"39.91740906161291,-75.16581578928863",21221020.00264336,3.8127962085308056,False,44741.53283024506,0.0,10976.0,137,6.4558631009694545e-06
35328,421010040022-600-car,"39.91740906161291,-75.16581578928863",231284501.81391227,3.7025055502695845,True,226402.04932790884,0.0,11712.0,764,3.3032909425755726e-06
35329,421010040022-1200-car,"39.91740906161291,-75.16581578928863",1409134353.9474585,3.6515521588402144,True,753740.6095292843,0.0,10240.0,2416,1.7145277831258409e-06
35330,421010040022-1800-car,"39.91740906161291,-75.16581578928863",3881795736.24238,3.6231938901885234,True,939603.6263101959,0.0,12192.0,2855,7.354843464184106e-07
35331,421010040022-600-pt,"39.91740906161291,-75.16581578928863",3879150.108131291,3.957317073170732,False,10468.189217386533,0.0,12064.0,33,8.50701805295623e-06
35332,421010040022-1200-pt,"39.91740906161291,-75.16581578928863",17354060.63922349,3.856188262638001,False,46422.883407465735,0.0,11712.0,151,8.701133592832514e-06
35333,421010040022-1800-pt,"39.91740906161291,-75.16581578928863",37968746.46844786,3.748883744005292,True,104671.04034958725,0.0,11840.0,325,8.559671578045801e-06
35370,421010040013-600-foot,"39.92291078676308,-75.16815748142463",2329315.5813155137,3.9515151515151516,False,2419.703106929722,0.0020285529979784268,12128.0,22,9.444834429680494e-06
35371,421010040013-1200-foot,"39.92291078676308,-75.16815748142463",9652535.326062037,3.9832089552238807,False,20258.820830425688,0.0,10880.0,118,1.222476748480761e-05
35372,421010040013-1800-foot,"39.92291078676308,-75.16815748142463",22048401.213626236,3.8814814814814813,False,59974.40798453315,0.0,10560.0,203,9.207016782447836e-06
35373,421010040013-600-car,"39.92291078676308,-75.16815748142463",199224242.96786624,3.7054844416692685,True,218760.13634466755,0.0,11712.0,740,3.7144073882582545e-06
35374,421010040013-1200-car,"39.92291078676308,-75.16815748142463",1314901416.3410277,3.6500392772977217,True,759029.84531265,0.0,10272.0,2485,1.8898755215543095e-06
35375,421010040013-1800-car,"39.92291078676308,-75.16815748142463",3740655468.468851,3.6231938901885234,True,939603.6263101959,0.0,12192.0,2855,7.632352201547786e-07
35376,421010040013-600-pt,"39.92291078676308,-75.16815748142463",3240889.9736456815,3.9677002583979326,False,4022.0505903575468,0.0,12208.0,34,1.0490945473768539e-05
35377,421010040013-1200-pt,"39.92291078676308,-75.16815748142463",20460343.727196556,3.7388272583201267,False,53206.621332216775,0.0,11456.0,209,1.0214882153821805e-05
35378,421010040013-1800-pt,"39.92291078676308,-75.16815748142463",51828858.414535,3.717920805551776,True,119935.60674826086,0.0,12096.0,381,7.351116957906052e-06
35415,421010054001-600-foot,"39.88785688309163,-75.25536412231578",778599.8808185272,4.5,False,0.0,0.0315392255481753,31024.0,0,0.0
35416,421010054001-1200-foot,"39.88785688309163,-75.25536412231578",2838701.291203771,4.5,False,571.2382260789241,0.023914821275467887,28576.0,3,1.0568213039167038e-06
35417,421010054001-1800-foot,"39.88785688309163,-75.25536412231578",7073465.445714693,4.0,False,3302.5000572908366,0.015843105873933935,19424.0,7,9.896139387011213e-07
35418,421010054001-600-car,"39.88785688309163,-75.25536412231578",132663499.26876488,3.005235602094241,True,58255.636297748875,0.0,10048.0,198,1.4924979447351148e-06
35419,421010054001-1200-car,"39.88785688309163,-75.25536412231578",767868615.3111916,3.6921289710763396,True,357373.964620694,0.0,10160.0,1263,1.6448126343699412e-06
35420,421010054001-1800-car,"39.88785688309163,-75.25536412231578",2714148429.8004274,3.6414966498531958,True,837874.4890661802,0.0,11072.0,2684,9.88892121937987e-07
35421,421010054001-600-pt,"39.88785688309163,-75.25536412231578",378006.7513554389,,False,0.0,0.03267905848398765,,0,0.0
35422,421010054001-1200-pt,"39.88785688309163,-75.25536412231578",1620778.7841278987,,False,0.0,0.02448574059910092,26064.0,2,1.2339746914173428e-06
35423,421010054001-1800-pt,"39.88785688309163,-75.25536412231578",4888332.079976871,2.4473684210526314,False,3997.8842414539486,0.004065068972122364,19360.0,6,1.2274125206379983e-06
35460,421010055001-600-foot,"39.91024278611601,-75.24775698663659",1178037.9287440425,3.9375,False,11830.983178801802,0.007876858932431834,14816.0,20,1.697738206215726e-05
35461,421010055001-1200-foot,"39.91024278611601,-75.24775698663659",6102253.004906858,3.024390243902439,False,29848.314661162814,0.0,12352.0,55,9.013064511709719e-06
35462,421010055001-1800-foot,"39.91024278611601,-75.24775698663659",13994798.40434684,3.143835616438356,True,38766.64142604835,0.0,12032.0,96,6.859691524401095e-06
35463,421010055001-600-car,"39.91024278611601,-75.24775698663659",169966231.8869426,3.448940998487141,True,100445.65343797587,0.0,9792.0,502,2.9535278533086396e-06
35464,421010055001-1200-car,"39.91024278611601,-75.24775698663659",866190999.2215269,3.6866219814525754,True,371801.2813690885,0.0,9440.0,1417,1.635897857716719e-06
35465,421010055001-1800-car,"39.91024278611601,-75.24775698663659",2900284539.1490655,3.63777958219532,True,854906.1159303896,0.0,11360.0,2745,9.464588604831767e-07
35466,421010055001-600-pt,"39.91024278611601,-75.24775698663659",853436.970383752,3.9375,False,11368.618891100023,0.007968207245142373,17600.0,19,2.2262921175604286e-05
35467,421010055001-1200-pt,"39.91024278611601,-75.24775698663659",9481705.834290273,3.0597014925373136,True,39843.25859825416,0.0,11712.0,89,9.38649664474239e-06
35468,421010055001-1800-pt,"39.91024278611601,-75.24775698663659",30802867.51743849,3.2824675324675323,True,57432.14086264612,0.0,10048.0,178,5.778682776830063e-06
35505,421010055002-600-foot,"39.90885697431275,-75.24518409435557",1720192.2661222252,3.9375,False,13866.447031726757,0.006625870285734921,17600.0,25,1.453325915501103e-05
35506,421010055002-1200-foot,"39.90885697431275,-75.24518409435557",6802615.7143126,3.0714285714285716,False,29098.73978436434,0.0,12432.0,53,7.79112068442861e-06
35507,421010055002-1800-foot,"39.90885697431275,-75.24518409435557",14969632.551145999,3.0902777777777777,True,35794.992739965266,0.0,12077.0,92,6.14577543474552e-06
35508,421010055002-600-car,"39.90885697431275,-75.24518409435557",170460283.28272396,3.453688524590164,True,96422.2859485854,0.0,10112.0,478,2.8041722728290513e-06
35509,421010055002-1200-car,"39.90885697431275,-75.24518409435557",863587856.6560458,3.6844027366863905,True,377295.4750732897,0.0,9312.0,1424,1.6489347192930226e-06
35510,421010055002-1800-car,"39.90885697431275,-75.24518409435557",2915575303.91997,3.637383246304332,True,864374.879423063,0.0,11424.0,2757,9.456109730018749e-07
35511,421010055002-600-pt,"39.90885697431275,-75.24518409435557",1346132.5030210998,3.9375,False,13645.737360281415,0.007133699622136142,17600.0,22,1.634311626130846e-05
35512,421010055002-1200-pt,"39.90885697431275,-75.24518409435557",10999812.883951195,3.091549295774648,True,39843.25859825416,0.0,11744.0,90,8.181957361412087e-06
35513,421010055002-1800-pt,"39.90885697431275,-75.24518409435557",32128953.138166253,3.2590361445783134,True,57432.14086264612,0.0,10048.0,178,5.5401742856212865e-06
35550,421010060005-600-foot,"39.91695917126143,-75.23855909306826",2176963.5545590026,3.475,True,14031.062024065519,0.0,11104.0,35,1.6077439572519672e-05
35551,421010060005-1200-foot,"39.91695917126143,-75.23855909306826",8053000.84279871,3.4622641509433962,True,38277.359219186605,0.0,11616.0,99,1.2293553910220865e-05
35552,421010060005-1800-foot,"39.91695917126143,-75.23855909306826",18168099.439757098,3.13302752293578,True,45456.864873123566,0.0,11296.0,125,6.880191316349996e-06
35553,421010060005-600-car,"39.91695917126143,-75.23855909306826",176289514.40419376,3.524193548387097,True,117832.65930196237,0.0,8960.0,648,3.6757716543156167e-06
35554,421010060005-1200-car,"39.91695917126143,-75.23855909306826",932016754.1461506,3.682718669850535,True,427373.46752458,0.0,8960.0,1595,1.7113426265188e-06
35555,421010060005-1800-car,"39.91695917126143,-75.23855909306826",3025709227.6289597,3.639171511627907,True,873883.6353450093,0.0,11520.0,2766,9.141658341596571e-07
35556,421010060005-600-pt,"39.91695917126143,-75.23855909306826",1780517.6604095232,3.5789473684210527,True,13671.378374472133,0.00031583015624085507,11136.0,29,1.6287398122931244e-05
35557,421010060005-1200-pt,"39.91695917126143,-75.23855909306826",11170690.576270172,3.175675675675676,True,41484.49756260638,0.0,11296.0,112,1.0026237790340455e-05
35558,421010060005-1800-pt,"39.91695917126143,-75.23855909306826",33002002.75872069,3.3696682464454977,True,57432.14086264612,0.0,10208.0,186,5.636021588139829e-06
35595,421010060003-600-foot,"39.913969096707575,-75.23721383901682",2192557.5429330114,3.55,False,15657.69605963937,0.0,11712.0,37,1.6875269759399172e-05
35596,421010060003-1200-foot,"39.913969096707575,-75.23721383901682",7930737.55114194,3.188679245283019,True,32618.00995524053,0.0,11968.0,84,1.0591700892674846e-05
35597,421010060003-1800-foot,"39.913969096707575,-75.23721383901682",17032508.707866095,3.105769230769231,True,44756.61958011526,0.0,11552.0,117,6.869217095774393e-06
35598,421010060003-600-car,"39.913969096707575,-75.23721383901682",179119717.36887744,3.5440663176265272,True,121658.77653890413,0.0,9040.0,652,3.6400236086643516e-06
35599,421010060003-1200-car,"39.913969096707575,-75.23721383901682",952491410.1835517,3.682548794489093,True,435229.41042038874,0.0,8832.0,1636,1.717600791470373e-06
35600,421010060003-1800-car,"39.913969096707575,-75.23721383901682",3067851662.3284173,3.6380098708085353,True,872387.4757207332,0.0,11537.0,2774,9.042158178843002e-07
35601,421010060003-600-pt,"39.913969096707575,-75.23721383901682",1829875.3738796203,3.55,True,14922.957900958048,0.0,11648.0,31,1.6941044424394423e-05
35602,421010060003-1200-pt,"39.913969096707575,-75.23721383901682",11509930.114196371,3.1533333333333333,True,40988.36299759305,0.0,11392.0,112,9.730728066007888e-06
35603,421010060003-1800-pt,"39.913969096707575,-75.23721383901682",33329264.891165268,3.363849765258216,True,57432.14086264612,0.0,10208.0,186,5.580681140354338e-06
35640,421010060001-600-foot,"39.90956066031589,-75.23812915431964",1027053.9707331933,3.6785714285714284,False,8025.619545073143,0.0010248497606746415,12224.0,14,1.363122133689399e-05
35641,421010060001-1200-foot,"39.90956066031589,-75.23812915431964",5844334.611694125,3.0256410256410255,True,27613.711276613627,0.0,12384.0,65,1.1121882013726476e-05
35642,421010060001-1800-foot,"39.90956066031589,-75.23812915431964",13207549.647755226,3.1,True,40327.22376462653,0.0,11744.0,104,7.874284236945949e-06
35643,421010060001-600-car,"39.90956066031589,-75.23812915431964",152038531.57914895,3.4783731439638474,True,104904.763216164,0.0,9808.0,518,3.4070310639006475e-06
35644,421010060001-1200-car,"39.90956066031589,-75.23812915431964",860305116.1488984,3.686106032906764,True,383797.339273437,0.0,9216.0,1453,1.6889356726184112e-06
35645,421010060001-1800-car,"39.90956066031589,-75.23812915431964",2868313797.744728,3.6375174747994996,True,859803.3412193347,0.0,11392.0,2751,9.59100082481572e-07
35646,421010060001-600-pt,"39.90956066031589,-75.23812915431964",819861.7153190705,3.6666666666666665,False,7372.282224505398,0.0017764900199250617,12320.0,13,1.5856332546203494e-05
35647,421010060001-1200-pt,"39.90956066031589,-75.23812915431964",5446772.944814968,3.1458333333333335,True,28135.964543483304,0.0,12368.0,68,1.2484456519292273e-05
35648,421010060001-1800-pt,"39.90956066031589,-75.23812915431964",15593716.803806053,3.107142857142857,True,45187.510676403224,0.0,11296.0,125,8.016049128806193e-06
35685,421010198002-600-foot,"40.011339750411175,-75.14288340659668",1975209.7592428243,2.7777777777777777,False,4086.6817776993494,0.0005907754272358302,4000.0,27,1.3669434283450566e-05
35686,421010198002-1200-foot,"40.011339750411175,-75.14288340659668",8756629.578314763,3.0555555555555554,False,14926.307029712196,0.0,4224.0,70,7.993943260241424e-06
35687,421010198002-1800-foot,"40.011339750411175,-75.14288340659668",21338746.827509575,3.233974358974359,False,40289.33447742736,0.0,4800.0,193,9.04457986966636e-06
